정류소 명,정류소 번호,정류소아이디,행정동 명,위도,경도
(구)주안2동치안센터,37302.0,163000302,주안2동,37.4570777,126.671236
(주)경동세라믹스,89146.0,168001146,오류왕길동,37.55918552,126.6169776
(주)경인양행앞,42096.0,168000096,가좌1동,37.49904538,126.6654136
(주)경인양행앞,42097.0,168000097,석남2동,37.49934246,126.6667891
(주)대한특수금속,39050.0,165000050,논현고잔동,37.40002943,126.6944906
(주)두남,39135.0,165000135,남촌도림동,37.41781861,126.7031061
(주)세모입구(린나이코리아),40893.0,166000893,십정1동,37.47294275,126.6849083
(주)세모입구(린나이코리아),37585.0,163000585,주안5동,37.47260274,126.6846847
(주)스킨이데아,89388.0,168001388,원찬동,37.50190268,126.6174734
(주)스킨이데아,89389.0,168001389,원창동,37.50172142,126.617495
(주)우리김치,39133.0,165000133,남촌도림동,37.415623,126.7074206
(주)우리김치,39134.0,165000134,남촌도림동,37.41593655,126.7071348
(주)창원,39030.0,165000030,논현고잔동,37.39415568,126.699019
(주)창원,39029.0,165000029,논현고잔동,37.3937235,126.6992605
(주)하나금속,39124.0,165000124,남촌도림동,37.41734021,126.6999463
17사단.다임메가타운,40895.0,166000895,일신동,37.48167546,126.7464808
17사단입구,40832.0,166000832,일신동,37.47727495,126.746603
2001아울렛,40162.0,166000162,산곡3동,37.49105704,126.7124092
2001아울렛,40154.0,166000154,산곡3동,37.49037963,126.7107737
2001아울렛,40159.0,166000159,부평3동,37.4907504,126.7120553
2001아울렛부평점,40158.0,166000158,산곡3동,37.49094852,126.7112677
2차풍림아이원,42584.0,168000584,검단1동,37.61320221,126.6606402
3단지,40736.0,166000736,산곡3동,37.48875895,126.7051474
3단지관리사무소,40107.0,166000107,산곡3동,37.4887427,126.705067
41번구종점,42174.0,168000174,신현원창동,37.51379628,126.6671947
510번차고지,36145.0,162000145,송현3동,37.49027779,126.6508695
540번종점,39470.0,165000470,만수3동,37.46464365,126.7272037
6공단사거리,37577.0,163000577,도화23동,37.47394984,126.6680982
6공단입구,37443.0,163000443,주안5동,37.46984547,126.6798502
6공단입구,37442.0,163000442,주안5동,37.46960348,126.6799835
88JC(미정차),25201.0,115000203,방화3동,37.58427015,126.8196637
88JC(미정차),25204.0,115000204,방화3동,37.58397214,126.8209823
8부두,35182.0,161000182,북성동,37.47727043,126.6146797
8부두,35181.0,161000181,북성동,37.47770853,126.6148029
BMX경기장,90459.0,169001459,송해면,37.75628489,126.4715002
BMX경기장,90477.0,169001477,송해면,37.75623852,126.4715781
CJ인천2공장,35592.0,161000592,신흥동,37.43825893,126.6272414
CJ인천2공장,35591.0,161000591,신흥동,37.43835532,126.6269444
E편한세상,42726.0,168000726,불로대곡동,37.61814566,126.6935373
E편한세상,42453.0,168000453,원당동,37.59631292,126.7008556
E편한세상,42649.0,168000649,불로대곡동,37.61854674,126.693527
GM물류센터,40568.0,166000568,청천2동,37.51767326,126.7102485
GS25편의점,36142.0,162000142,송현1동2동,37.48058992,126.6360823
GS내리주유소,44130.0,170000130,영흥면,37.25811123,126.484853
GS내리주유소,44147.0,170000147,영흥면,37.25795323,126.485152
GS칼텍스,35557.0,161000557,북성동,37.47833033,126.6017822
GS칼텍스,35168.0,161000168,북성동,37.47871039,126.6031719
GS칼텍스,89224.0,168001224,신현원창동,37.50683356,126.6403155
GS칼텍스,89220.0,168001220,신현원창동,37.50715296,126.6419451
GS칼텍스주유소,39814.0,165000814,만수4동,37.45280466,126.7366717
HD현대인프라코어,36081.0,162000081,화수2동,37.48584403,126.6293604
HD현대인프라코어,36083.0,162000083,화수2동,37.48612841,126.6296671
HD현대인프라코어후문,36077.0,162000077,만석동,37.48697011,126.6239158
HD현대인프라코어후문,36078.0,162000078,만석동,37.48715022,126.624745
JC회관,37383.0,163000383,주안1동,37.46415215,126.6749035
JST기술연구소,89491.0,168001491,오류동,37.59787488,126.6156641
JST기술연구소,89492.0,168001492,오류동,37.59783796,126.6159366
KCC아파트,42391.0,168000391,당하동,37.58867003,126.6776012
KG모빌리티인천서비스센터,36144.0,162000144,송현3동,37.48748586,126.648971
KG스틸,42008.0,168000008,가좌1동,37.48074812,126.6728023
KTX광명역4번출구,58057.0,213000486,소하2동,37.41567556,126.883435
KT부천지사사거리,55003.0,210000003,상3동,37.48865699,126.7531809
KT부평지사,40384.0,166000384,산곡4동,37.50391309,126.7121846
KT부평지사,40381.0,166000381,부평3동,37.50374028,126.7114895
KT서인천지사,42933.0,168000933,연희동,37.54254173,126.6725097
KT서인천지사,42932.0,168000932,연희동,37.5425268,126.6726312
KT송도지점,38568.0,164000568,옥련1동,37.4211932,126.6446072
KT온수분국,43523.0,169000523,길상면,37.63912861,126.4838046
KT인천공항지사,35095.0,161000095,운서동,37.4917599,126.4905408
KT인천공항지사,35109.0,161000109,운서동,37.49339475,126.4903052
KT인천지사,39319.0,165000319,만수5동,37.46100819,126.6970238
KT인천지사,37415.0,163000415,주안6동,37.46002944,126.6942791
KT중동지사,55081.0,210000525,중1동,37.50248465,126.7607453
KT중동지사,55082.0,210000551,중1동,37.50224592,126.7608225
LG마그나,89264.0,168001264,검암경서동,37.55496956,126.6453058
LG마그나,89029.0,168001029,검암경서동,37.55465235,126.6450649
LG물류센터,39044.0,165000044,논현고잔동,37.39245628,126.7127967
LG물류센터,39043.0,165000043,논현고잔동,37.39231393,126.7130021
LG아파트후문,42617.0,168000617,원당동,37.59477425,126.6964594
LG아파트후문,42616.0,168000616,원당동,37.59489244,126.697007
LG전자(주),42297.0,168000297,검암경서동,37.55623392,126.6414589
LH1단지,35494.0,161000494,영종동,37.48359236,126.4997147
LH1단지,35495.0,161000495,영종동,37.4834339,126.4998167
LH49단지행복주택아파트,35768.0,161000768,중산동,37.49355707,126.5711717
LH49단지행복주택아파트,35769.0,161000769,중산동,37.4937569,126.5707937
LH7단지,35451.0,161000451,영종동,37.48490871,126.5498469
LH7단지,35452.0,161000452,영종동,37.48513504,126.5500592
LH미추홀3단지,37222.0,163000222,용현2동,37.45906321,126.6439043
LH미추홀3단지,37635.0,163000635,용현2동,37.45933309,126.6424652
NKG물류센터,89212.0,168001212,신현원창동,37.50277151,126.6101406
SH글로벌,41084.0,167000084,작전서운동,37.5256645,126.7377363
SH글로벌,41083.0,167000083,작전서운동,37.52551541,126.7382369
SK.GS주유소,89231.0,168001231,가좌1동,37.4928126,126.6612961
SK.GS주유소,89230.0,168001230,가좌1동,37.49281722,126.6609307
SKLPG충전사업소,35638.0,161000638,연안동,37.44888595,126.6019261
SKLPG충전사업소,35636.0,161000636,연안동,37.44876608,126.6022718
SK뷰아파트,42889.0,168000889,청라3동,37.52574256,126.6306538
SK뷰아파트,42888.0,168000888,청라3동,37.52588964,126.6304727
SK스카이뷰,37601.0,163000601,용현5동,37.44812886,126.6470999
SK스카이뷰104동,37587.0,163000587,용현5동,37.44810384,126.6426474
SK스카이뷰109동,37607.0,163000607,용현5동,37.45130851,126.6439429
SK인천석유화학,42768.0,168000768,석남1동,37.5119925,126.6623086
SK인천석유화학,42767.0,168000767,석남1동,37.51186534,126.6618762
SK주유소,42956.0,168000956,신현원창동,37.51209305,126.6491631
SK주유소앞,35539.0,161000539,신흥동,37.4327644,126.6232483
SK주유소앞,35287.0,161000287,신흥동,37.43372723,126.6243752
SK충전소,35085.0,161000085,연안동,37.4562902,126.6083254
e편한세상 정문,38624.0,164000626,송도5동,37.41293398,126.6157473
e편한세상(109동 앞),32062.0,164000622,송도5동,37.40979068,126.6167643
e편한세상(109동앞),38643.0,164000645,송도5동,37.40938949,126.6167228
e편한세상1차(정문),35663.0,161000663,영종동,37.47801396,126.5124153
e편한세상1차(정문),35662.0,161000662,영종동,37.47778915,126.5127003
e편한세상계양,41037.0,167000037,효성2동,37.5278559,126.7136466
e편한세상계양,41038.0,167000038,효성1동,37.52796301,126.7137584
e편한세상부평그랑힐스정문,40929.0,166000929,청천동,37.5180433,126.7022742
e편한세상부평그랑힐스정문,40928.0,166000928,청천동,37.5180551,126.7020511
e편한세상부평그랑힐스후문,40930.0,166000930,청천동,37.51481492,126.701721
e편한세상영종센텀베뉴정문,35510.0,161000510,영종동,37.48988189,126.5526165
e편한세상영종오션하임,35761.0,161000761,영종1동,37.49057541,126.5680764
e편한세상영종오션하임,35674.0,161000674,영종1동,37.49172371,126.5686348
e편한세상영종하늘도시,35647.0,161000647,영종동,37.47579725,126.5140008
e편한세상영종하늘도시,35646.0,161000646,영종동,37.47690743,126.5130421
e편한세상주안에듀서밋아파트,37159.0,163000159,주안7동,37.44424851,126.6758361
e편한세상주안에듀서밋아파트,37158.0,163000158,학익2동,37.44407641,126.6757148
gym80fitness,37081.0,163000081,용현5동,37.45175856,126.6348216
㈜한슬,42814.0,168000814,오류왕길동,37.59437349,126.6057191
가경공원,89365.0,168001365,가정동,37.52866545,126.6695561
가구단지사거리,37455.0,163000455,도화23동,37.48097495,126.6565673
가구단지사거리,37456.0,163000456,도화23동,37.48113609,126.6561606
가구전시장,42074.0,168000074,가좌1동,37.49611874,126.6670993
가구전시장,42072.0,168000072,가좌1동,37.49590909,126.667199
가나안마을앞,43905.0,169000905,불은면,37.67720347,126.5005189
가나안마을앞,43904.0,169000904,불은면,37.67702577,126.5006072
가능포,43969.0,169000969,양도면,37.65225757,126.426036
가능포,43970.0,169000970,양도면,37.65210198,126.4258499
가락시장역,33038.0,123000038,가락1동,37.49447426,127.1169304
가락시장역,33035.0,123000035,가락1동,37.49435626,127.1172922
가림고등학교,42078.0,168000078,가좌2동,37.4924619,126.6805247
가야,42808.0,168000808,오류왕길동,37.58772215,126.5991692
가야,42807.0,168000807,오류왕길동,37.5878195,126.5993771
가양대교남단(미정차),25202.0,115000627,가양2동,37.56585548,126.8580308
가양대교남단(미정차),25203.0,115000626,가양3동,37.56550535,126.8592141
가양역.우성아파트,25107.0,115000163,가양2동,37.56215234,126.8534208
가오대입구,80034.0,232000660,양촌면,37.65515881,126.6145795
가오대입구,80033.0,232000661,양촌면,37.65500936,126.6148009
가원초등학교,42952.0,168000952,가정1동,37.52834374,126.6625026
가원초등학교,89118.0,168001118,가정1동,37.52698482,126.6629078
가재우물터,35700.0,161000700,영종동,37.50761978,126.5538066
가재우물터,35678.0,161000678,영종동,37.50771077,126.5538578
가재울사거리,42039.0,168000039,가좌4동,37.48623646,126.6792645
가재울사거리,42042.0,168000042,가좌3동,37.48665039,126.6793694
가재울역1번출구,42035.0,168000035,가좌4동,37.48470053,126.6832971
가재울역2번출구,42033.0,168000033,가좌4동,37.48345916,126.6849631
가재울역3번출구,42032.0,168000032,가좌4동,37.48317472,126.6848882
가재울역4번출구,42034.0,168000034,가좌4동,37.48462852,126.6829212
가정(루원시티)역,89050.0,168001050,가정1동,37.52464803,126.6744306
가정(루원시티)역,89075.0,168001075,가정1동,37.52451769,126.6741868
가정(루원시티)역,89051.0,168001051,가정1동,37.52488192,126.6750625
가정(루원시티)역,89078.0,168001078,가정1동,37.52503587,126.6737614
가정3동성당,42226.0,168000226,가정3동,37.51887349,126.6822431
가정LH3단지정문앞,89041.0,168001041,가정1동,37.53109151,126.6658834
가정고등학교,42203.0,168000203,가정3동,37.51297893,126.6789964
가정고등학교,42200.0,168000200,석남3동,37.51287655,126.6788034
가정교,89503.0,168001503,청라동,37.53795812,126.6630345
가정교,89502.0,168001502,청라동,37.5383738,126.6634793
가정교차로,89390.0,168001390,가정1동,37.52511806,126.6700681
가정교차로,89391.0,168001391,가정1동,37.5245966,126.669976
가정동성당,89105.0,168001105,신현원창동,37.5235829,126.6623954
가정동성당,89102.0,168001102,신현원창동,37.52328751,126.6628067
가정보금자리,89119.0,168001119,가정1동,37.52757508,126.6626533
가정보금자리,89120.0,168001120,가정1동,37.52849354,126.6627243
가정여자중학교,42041.0,168000041,가좌4동,37.48460847,126.6856304
가정여자중학교,89527.0,168001527,가좌동,37.48467975,126.6858513
가정여중입구,89303.0,168001303,가좌4동,37.48690161,126.6854823
가정중앙시장역,42215.0,168000215,가정1동,37.51788656,126.6769924
가정중앙시장역,42219.0,168000219,가정1동,37.51787233,126.676663
가정택지삼거리,89385.0,168001385,가정1동,37.53235345,126.6625711
가정택지삼거리,89386.0,168001386,가정1동,37.53235584,126.6630306
가정휴먼시아3단지,89186.0,168001186,가정1동,37.52992266,126.6653494
가정휴먼시아3단지,89187.0,168001187,가정1동,37.53009906,126.6652376
가좌2동행정복지센터,42073.0,168000073,가좌2동,37.49082995,126.6843631
가좌2동행정복지센터,42076.0,168000076,가좌2동,37.49092365,126.6844456
가좌3동행정복지센터,42075.0,168000075,가좌3동,37.49216587,126.6801911
가좌4동행정복지센터,42062.0,168000062,가좌4동,37.48902115,126.6839893
가좌고등학교,42061.0,168000061,가좌3동,37.49023531,126.680081
가좌고등학교,42060.0,168000060,가좌2동,37.49016422,126.6803868
가좌공단,42945.0,168000945,가좌1동,37.49463493,126.6504233
가좌공단,42526.0,168000526,가좌1동,37.49446564,126.6496927
가좌교회,42057.0,168000057,가좌2동,37.48872867,126.6826488
가좌교회,42055.0,168000055,가좌4동,37.4883057,126.6821557
가좌녹지공원,42029.0,168000029,가좌4동,37.48226966,126.6865719
가좌녹지공원,42030.0,168000030,가좌4동,37.48221362,126.6861563
가좌농협,42067.0,168000067,가좌1동,37.49386922,126.6714437
가좌농협,42066.0,168000066,가좌1동,37.49375112,126.6716291
가좌동차고,42939.0,168000939,가좌1동,37.49207297,126.6511256
가좌동차고지,42522.0,168000522,가좌1동,37.49248458,126.6498117
가좌두산위브104동앞,42090.0,168000090,가좌4동,37.4922186,126.6870173
가좌사거리,42044.0,168000044,가좌4동,37.48672279,126.680537
가좌사거리,42043.0,168000043,가좌4동,37.48656304,126.6802913
가좌진주아파트,42100.0,168000100,가좌3동,37.49531671,126.6824909
가좌체육공원,42058.0,168000058,가좌2동,37.48835524,126.6840402
가좌초등학교,42069.0,168000069,가좌2동,37.49010869,126.6848551
가좌초등학교,42070.0,168000070,가좌4동,37.48999606,126.6851241
가좌테니스장,37457.0,163000457,주안5동,37.4744199,126.6783812
가좌테니스장,37454.0,163000454,주안5동,37.47430778,126.6781629
가좌현대아파트,42130.0,168000130,가좌2동,37.49726416,126.6854378
가좌현대아파트,42133.0,168000133,가좌3동,37.49768625,126.6855457
가좌홈플러스(쌍마아파트),42101.0,168000101,가좌1동,37.49891446,126.6719514
가좌홈플러스(쌍마아파트),42103.0,168000103,가좌1동,37.49863253,126.6717305
가좌환경사업소,42631.0,168000631,가좌1동,37.49792361,126.647807
가좌환경사업소 북측,89341.0,168001341,가좌1동,37.49900303,126.6445798
가좌환경사업소북측,89342.0,168001342,석남2동,37.49923895,126.6445477
가천대학교,38284.0,164000284,연수3동,37.42371526,126.6866286
가천대학교,38270.0,164000270,연수3동,37.42131306,126.6881914
가천대학교(노인복지회관),38269.0,164000269,연수3동,37.42097949,126.6884082
가천의대,43897.0,169000897,길상면,37.601167,126.4935208
가천의대,43237.0,169000237,길상면,37.60103436,126.4937941
가톨릭대,43325.0,169000325,양도면,37.65398158,126.4536534
가톨릭대,43156.0,169000156,양도면,37.65397195,126.453933
가현오일뱅크,42734.0,168000734,검단1동,37.61540053,126.6387488
가현중학교,42722.0,168000722,신현원창동,37.52093757,126.6689761
가현초교앞(루에블리아파트),89242.0,168001242,신현원창동,37.52280737,126.6675811
가현초교앞(센트럴타운아파트),89243.0,168001243,신현원창동,37.52247562,126.6678022
각곡,43772.0,169000772,하점면,37.77262743,126.4169062
각곡,43602.0,169000602,하점면,37.77278339,126.4168373
간석4거리,39538.0,165000538,간석2동,37.46077838,126.7190187
간석4동행정복지센터,39403.0,165000403,간석2동,37.46683428,126.6984703
간석4동행정복지센터,39412.0,165000412,간석2동,37.46688883,126.6990714
간석금호어울림아파트,39334.0,165000334,간석2동,37.45948303,126.7083871
간석남부역,37429.0,163000429,주안6동,37.46326167,126.6946814
간석남부역,37529.0,163000529,주안6동,37.46350954,126.6943339
간석남부역,37435.0,163000435,주안6동,37.4642,126.6943278
간석동용광경로당,39394.0,165000394,간석2동,37.46077616,126.7150968
간석래미안.자이,39333.0,165000333,간석2동,37.45827353,126.7087679
간석북부역,39807.0,165000807,간석4동,37.46528903,126.6936504
간석북부역,39806.0,165000806,간석4동,37.4653419,126.6938692
간석북부역·우성1차,39368.0,165000368,간석4동,37.46559575,126.6943505
간석북부역·우성1차,39370.0,165000370,간석2동,37.46577516,126.6942242
간석사거리,39414.0,165000414,구월2동,37.46042599,126.7202526
간석사거리,39430.0,165000430,간석2동,37.46154925,126.7204498
간석사거리,39413.0,165000413,구월2동,37.46046921,126.7199131
간석사거리(상인천중학교),39426.0,165000426,간석2동,37.46196428,126.7187115
간석사거리(상인천중학교),39422.0,165000422,간석3동,37.46149131,126.7189744
간석시장,39434.0,165000434,간석2동,37.46349635,126.7149416
간석시장,39436.0,165000436,간석3동,37.46367442,126.7153005
간석시장,39437.0,165000437,간석2동,37.46402518,126.7138847
간석오거리,39460.0,165000460,간석2동,37.46980215,126.7081884
간석오거리,39597.0,165000597,간석2동,37.46607932,126.7081975
간석오거리(교원공제조합),39444.0,165000444,간석3동,37.46541238,126.711127
간석오거리(인천웨딩홀),39423.0,165000423,간석1동,37.46492543,126.7079733
간석오거리(인천웨딩홀),39406.0,165000406,간석2동,37.46372352,126.7083547
간석오거리역(7번출구),39447.0,165000447,간석4동,37.46722955,126.7064819
간석오거리역(8번출구),39449.0,165000449,간석4동,37.46752552,126.7065563
간석지구대,39535.0,165000535,간석2동,37.46071397,126.7122537
간석지구대,39536.0,165000536,간석2동,37.46059321,126.7118513
간석풍림아파트,92053.0,165001053,간석동,37.46234097,126.6964144
간석한신더휴아파트맞은편,37447.0,163000447,주안5동,37.46843253,126.6870971
간재울초등학교,42347.0,168000347,검암경서동,37.56067401,126.6730763
간촌,43504.0,169000504,화도면,37.60669884,126.4217658
간촌,43518.0,169000518,화도면,37.60663252,126.4214868
갈산대동아파트,40550.0,166000550,갈산2동,37.51199556,126.7240905
갈산동아아파트,40567.0,166000567,갈산2동,37.51154978,126.7296055
갈산동입구,40622.0,166000622,청천2동,37.5187574,126.7214907
갈산동천주교회,40652.0,166000652,삼산1동,37.51899693,126.7326198
갈산동천주교회맞은편,40650.0,166000650,갈산1동,37.51890275,126.7322778
갈산두산아파트,40544.0,166000544,갈산2동,37.51079114,126.72615
갈산사거리,40631.0,166000631,갈산1동,37.51829923,126.72699
갈산사거리,40634.0,166000634,갈산1동,37.51856961,126.7272897
갈산새마을금고,40635.0,166000635,갈산1동,37.51792742,126.7295618
갈산시장,40628.0,166000628,갈산1동,37.51793934,126.7263426
갈산시장.갈산도서관,40629.0,166000629,갈산1동,37.51786486,126.7276593
갈산역,40601.0,166000601,갈산1동,37.51668853,126.7226318
갈산역,40602.0,166000602,갈산1동,37.51690189,126.7226192
갈산역(1번출구),40604.0,166000604,갈산1동,37.51724627,126.7217872
갈산역(부평4공단)4번출구,40606.0,166000606,청천2동,37.51740653,126.721379
갈산주공1단지,40578.0,166000578,갈산2동,37.51176164,126.7306779
갈산주공1단지105동,40813.0,166000813,갈산2동,37.51442434,126.7318361
갈산주공2단지,40577.0,166000577,갈산2동,37.5131497,126.7260781
갈산주공2단지,40562.0,166000562,갈산2동,37.51191599,126.7267658
갈산태화아파트,40664.0,166000664,갈산1동,37.5221571,126.7293234
갈산태화아파트,40666.0,166000666,갈산1동,37.52234447,126.7295488
갈산태화아파트,40542.0,166000542,갈산2동,37.5114765,126.7236594
갈산태화아파트,40667.0,166000667,갈산1동,37.52233779,126.7297524
갈월초등학교,40531.0,166000531,갈산2동,37.51044952,126.7255685
갈현경로당,41491.0,167000491,계양1동,37.5764945,126.7226604
갈현경로당앞,41607.0,167000607,계양1동,37.57634964,126.7223776
갈현교,41608.0,167000608,계양1동,37.57731515,126.7161664
갈현교,41609.0,167000609,계양1동,37.57718973,126.716159
갈현교입구,41492.0,167000492,계양1동,37.57712455,126.7149009
갈현교입구,41617.0,167000617,계양1동,37.5770694,126.7150113
갈현동마을,41351.0,167000351,계양1동,37.58176174,126.7269863
갈현동마을,41352.0,167000352,계양1동,37.58190829,126.7271993
갑곶돈대.강화전쟁박물관,43365.0,169000365,강화읍,37.73323455,126.5151719
갑곶돈대.강화전쟁박물관,43728.0,169000728,강화읍,37.73316287,126.5149391
갑곶돈대입구,43726.0,169000726,강화읍,37.73588087,126.5148615
갑곶돈대입구,43367.0,169000367,강화읍,37.73586137,126.5146046
갑륭초교,43374.0,169000374,강화읍,37.74366355,126.5024311
갑륭초교,43724.0,169000724,강화읍,37.74352978,126.5022796
갑문,35125.0,161000125,북성동,37.46821567,126.6036404
갑문,35504.0,161000504,북성동,37.4680237,126.6034957
강남시장,42172.0,168000172,석남1동,37.51194039,126.6725219
강남시장,42173.0,168000173,석남1동,37.51193513,126.6727415
강남역,32043.0,122000614,역삼1동,37.49427729,127.0296022
강남역.역삼세무서,23287.0,122000184,역삼1동,37.49825948,127.0293633
강남역도시에빛,31076.0,121000937,서초2동,37.49482737,127.0289776
강남역서초현대타워앞,31016.0,121000541,서초2동,37.49666146,127.0280283
강남중교,43213.0,169000213,길상면,37.6425944,126.4798491
강남중교,43278.0,169000278,길상면,37.64289961,126.4796591
강서구청사거리.서울디지털대학교(중),16007.0,115000588,서울시,37.55491425,126.8553659
강서구청사거리.서울디지털대학교(중),16008.0,115000589,서울시,37.55517318,126.8543077
강서중학교,43898.0,169000898,하점면,37.77175789,126.3910894
강서중학교,43660.0,169000660,하점면,37.77204476,126.3911759
강인여객,40022.0,166000022,십정1동,37.47484406,126.6891881
강인여객,40020.0,166000020,십정1동,37.47441146,126.6902084
강화갯벌장어,43633.0,169000633,길상면,37.61435392,126.5342135
강화갯벌장어,43671.0,169000671,길상면,37.61536524,126.5349088
강화경찰서,43209.0,169000209,강화읍,37.7472169,126.4868727
강화경찰서,43624.0,169000624,강화읍,37.74727205,126.4867346
강화고등학교,43564.0,169000564,강화읍,37.74746895,126.4747722
강화고등학교,43761.0,169000761,강화읍,37.74733809,126.4746225
강화군 행복센터,43056.0,169000056,강화읍,37.73998355,126.4882867
강화군 행복센터,43055.0,169000055,강화읍,37.73972558,126.4884467
강화군노인문화센터,90374.0,169001374,길상면,37.64138308,126.4874884
강화군노인문화센터,90373.0,169001373,길상면,37.6417524,126.4878564
강화군청,43065.0,169000065,강화읍,37.74605202,126.4867358
강화군청,43108.0,169000108,강화읍,37.74630579,126.4859226
강화루지.강남상회,43150.0,169000150,길상면,37.61934711,126.5007768
강화루지.강남상회,43250.0,169000250,길상면,37.61947779,126.5009881
강화마니산,43002.0,169000002,화도면,37.63164606,126.433559
강화마니산,43001.0,169000001,화도면,37.63111466,126.4346968
강화문화원.종합전시관,43098.0,169000098,강화읍,37.74233796,126.4879459
강화문화원.종합전시관,43097.0,169000097,강화읍,37.74222537,126.4879013
강화병원,43088.0,169000088,강화읍,37.74192187,126.4947188
강화병원,43089.0,169000089,강화읍,37.74137992,126.4954036
강화산단,90123.0,169001123,강화읍,37.76409609,126.5079556
강화산단,90124.0,169001124,강화읍,37.76413696,126.5077508
강화산단입구,90097.0,169001097,강화읍,37.75822489,126.493047
강화산단입구,90096.0,169001096,강화읍,37.75833772,126.4932052
강화산성서문,43080.0,169000080,강화읍,37.74755217,126.4757662
강화산성서문,43081.0,169000081,강화읍,37.74766175,126.4758002
강화서문,43063.0,169000063,강화읍,37.74832553,126.4759196
강화서문,43064.0,169000064,강화읍,37.74819167,126.4763395
강화소방서,43364.0,169000364,불은면,37.71260249,126.4588728
강화소방서,43587.0,169000587,불은면,37.71248259,126.4588688
강화수양관앞,43732.0,169000732,양사면,37.80495037,126.4236126
강화수양관앞,43467.0,169000467,양사면,37.80497825,126.4238683
강화슈퍼,43066.0,169000066,강화읍,37.74757617,126.4823363
강화슈퍼,43068.0,169000068,강화읍,37.74775419,126.4823096
강화실버케어스앞,43976.0,169000976,화도면,37.6311096,126.4428014
강화실버케어스앞,43975.0,169000975,화도면,37.63122545,126.4425787
강화아시아드BMX경기장,43799.0,169000799,강화읍,37.754513,126.4700581
강화여자중학교,90481.0,169001481,강화읍,37.74400671,126.4943411
강화여자중학교,90334.0,169001334,강화읍,37.74404656,126.4944187
강화역사박물관(고인돌),43670.0,169000670,하점면,37.77231606,126.4362749
강화역사박물관(고인돌),43601.0,169000601,하점면,37.77222884,126.4360734
강화장례식장,43918.0,169000918,강화읍,37.73662865,126.4880697
강화장례식장,43946.0,169000946,강화읍,37.73664289,126.4882853
강화중학교,43207.0,169000207,강화읍,37.74913241,126.4907373
강화중학교,43623.0,169000623,강화읍,37.74905542,126.4908183
강화터미널,43057.0,169000057,강화읍,37.7395106,126.4895855
강화터미널,43096.0,169000096,강화읍,37.73954955,126.4910474
강화터미널,43058.0,169000058,강화읍,37.74002331,126.4897959
개건너,90326.0,169001326,삼산면,37.72834532,126.2969402
개건너,90325.0,169001325,삼산면,37.72828552,126.2969762
개항동 어울터,35197.0,161000197,송월동,37.47962177,126.6239552
개항동 어울터,35198.0,161000198,송월동,37.47977811,126.6242542
개화119안전센터,25024.0,115000070,방화제2동,37.57531317,126.8025314
개화119안전센터,25023.0,115000071,방화제2동,37.57510458,126.8021966
개화역1번출구.개화검문소,25030.0,115000073,방화2동,37.57841685,126.7999761
개화역1번출구.개화검문소,25031.0,115000072,방화2동,37.5782389,126.8005191
개화역광역환승센터,25182.0,115000320,방화2동,37.57839826,126.7976048
갤러리84입구,35667.0,161000667,운북동,37.52807235,126.5153582
갤러리84입구,35666.0,161000666,운북동,37.52783574,126.5150355
갯벌슈퍼,43513.0,169000513,화도면,37.59360976,126.4507935
갯벌슈퍼,43410.0,169000410,화도면,37.59375043,126.4510627
거북시장,42136.0,168000136,석남2동,37.50241845,126.6721672
거북시장,42132.0,168000132,석남2동,37.50180861,126.6719278
거산정공.(주)록키,39137.0,165000137,남촌도림동,37.42001655,126.7025795
거잠포선착장,35302.0,161000302,용유동,37.42264597,126.4246844
거잠포선착장,35303.0,161000303,용유동,37.42273496,126.4246254
거잠포회센터,35588.0,161000588,영종동,37.42306784,126.4287088
건설기술교육원,39353.0,165000353,만수1동,37.45093946,126.7349962
건설기술교육원,39354.0,165000354,만수1동,37.45068241,126.7351732
건영아파트·나사렛국제병원,38069.0,164000069,동춘1동,37.40787253,126.6700292
건일아파트,43094.0,169000094,길상면,37.63914165,126.4874627
건일아파트,43015.0,169000015,길상면,37.63909679,126.4873611
건지사거리,42883.0,168000883,가좌3동,37.49668895,126.6840923
건지사거리,42882.0,168000882,가좌2동,37.49659988,126.6842999
건평,43186.0,169000186,양도면,37.68350704,126.4036731
건평,43168.0,169000168,양도면,37.68332805,126.4038268
건평리,43187.0,169000187,양도면,37.68144778,126.3979997
건평리,43651.0,169000651,양도면,37.68126275,126.3978511
건평마을회관,43594.0,169000594,양도면,37.68256732,126.4017558
건평입구,43331.0,169000331,양도면,37.68896517,126.418757
건평입구,43170.0,169000170,양도면,37.68905594,126.4184071
걸포북변역,35560.0,232000605,북변동,37.63149261,126.705617
걸포북변역,35610.0,232000673,걸포동,37.63180742,126.7057616
걸포사거리.김포우리병원,35657.0,232000739,북변동,37.63050506,126.7103975
걸포사거리.우리병원,35561.0,232000606,북변동,37.63113997,126.7100156
검단1차피오레·금호어울림아파트,89458.0,168001458,마전동,37.59536937,126.6673042
검단1차피오레·금호어울림아파트,89457.0,168001457,마전동,37.59536611,126.6669701
검단LH13단지후문,89558.0,168001558,아라동,37.58343563,126.7035795
검단LH13단지후문,89559.0,168001559,아라동,37.58344583,126.7044159
검단LH26단지아파트,89545.0,168001545,원당동,37.59709478,126.7153634
검단LH26단지후문,89553.0,168001553,아라동,37.59909817,126.7155923
검단LH26단지후문,89552.0,168001552,아라동,37.59909855,126.715333
