버스번호,노선아이디,순번,정류소 명,정류소 번호,상_하행
1000,165000145,1,경남아너스빌,42099,상행
1000,165000145,2,거북시장,42136,상행
1000,165000145,3,성민병원,42162,상행
1000,165000145,4,신현119안전센터,42596,상행
1000,165000145,5,신현쇼핑,42220,상행
1000,165000145,6,가정(루원시티)역,89075,상행
1000,165000145,7,부평IC(미정차),41640,상행
1000,165000145,8,부천IC진입(미정차),57049,상행
1000,165000145,9,신월IC(미정차),24040,상행
1000,165000145,10,선유고등학교,28018,상행
1000,165000145,11,합정역(가상),14098,상행
1000,165000145,12,합정역,23029,상행
1000,165000145,13,서교동,23037,상행
1000,165000145,14,홍대입구역(가상),14096,상행
1000,165000145,15,홍대입구역,23032,상행
1000,165000145,16,동교동삼거리,23033,상행
1000,165000145,17,신촌오거리.현대백화점,23034,상행
1000,165000145,18,신촌오거리.2호선신촌역,23035,상행
1000,165000145,19,이대역,23036,상행
1000,165000145,20,종근당.충정로역,11002,상행
1000,165000145,21,서울역,11013,상행
1000,165000145,22,충정로역2호선,22064,하행
1000,165000145,23,이대역,22015,하행
1000,165000145,24,신촌오거리.2호선신촌역,22014,하행
1000,165000145,25,신촌오거리.현대백화점,22013,하행
1000,165000145,26,동교동삼거리,22012,하행
1000,165000145,27,홍대입구역(가상),14097,하행
1000,165000145,28,홍대입구역,23031,하행
1000,165000145,29,서교동,23038,하행
1000,165000145,30,합정역(가상),14099,하행
1000,165000145,31,합정역(중),14012,하행
1000,165000145,32,선유고등학교,28017,하행
1000,165000145,33,신월IC(미정차),24041,하행
1000,165000145,34,부천IC출입(미정차),57050,하행
1000,165000145,35,부평IC(미정차),41641,하행
1000,165000145,36,가정(루원시티)역,89078,하행
1000,165000145,37,루원이편한세상하늘채(107동),42225,하행
1000,165000145,38,신현119안전센터,42600,하행
1000,165000145,39,성민병원,42159,하행
1000,165000145,40,거북시장,42132,하행
1000,165000145,41,경남아너스빌,42102,하행
1400,165000151,1,인천터미널,37215,상행
1400,165000151,2,길병원,39590,상행
1400,165000151,3,올리브백화점,39589,상행
1400,165000151,4,간석오거리,39460,상행
1400,165000151,5,부평삼거리,39489,상행
1400,165000151,6,현대아파트,40788,상행
1400,165000151,7,부원중학교,40789,상행
1400,165000151,8,부평역,40228,상행
1400,165000151,9,부평시장역(부평대로우체국),40368,상행
1400,165000151,10,삭은다리한국지엠,40525,상행
1400,165000151,11,한국지엠기술교육원,40570,상행
1400,165000151,12,갈산역(1번출구),40604,상행
1400,165000151,13,부천IC진입(미정차),57049,상행
1400,165000151,14,신월IC(미정차),24040,상행
1400,165000151,15,선유고등학교,28018,상행
1400,165000151,16,합정역,14220,상행
1400,165000151,17,홍대입구역,23011,상행
1400,165000151,18,동교동삼거리,23033,상행
1400,165000151,19,신촌오거리.현대백화점,23034,상행
1400,165000151,20,신촌오거리.2호선신촌역,23035,상행
1400,165000151,21,이대역,23036,상행
1400,165000151,22,종근당.충정로역,11002,상행
1400,165000151,23,서울역,11013,상행
1400,165000151,24,충정로역2호선,22064,하행
1400,165000151,25,이대역,22057,하행
1400,165000151,26,신촌역2호선,22052,하행
1400,165000151,27,현대백화점,22003,하행
1400,165000151,28,동교동삼거리,22012,하행
1400,165000151,29,홍대입구역(가상),14097,하행
1400,165000151,30,홍대입구역,23031,하행
1400,165000151,31,서교동,23038,하행
1400,165000151,32,합정역(가상),14099,하행
1400,165000151,33,합정역(중),14012,하행
1400,165000151,34,선유고등학교,28017,하행
1400,165000151,35,신월IC(미정차),24041,하행
1400,165000151,36,부천IC출입(미정차),57050,하행
1400,165000151,37,갈산동입구,40622,하행
1400,165000151,38,한국지엠기술교육원,40560,하행
1400,165000151,39,삭은다리한국지엠,40524,하행
1400,165000151,40,부평시장역,40361,하행
1400,165000151,41,부평역,40234,하행
1400,165000151,42,부원중학교,40181,하행
1400,165000151,43,현대아파트,40112,하행
1400,165000151,44,부평삼거리역,40066,하행
1400,165000151,45,인천교통공사,40032,하행
1400,165000151,46,올리브백화점,39364,하행
1400,165000151,47,길병원,39250,하행
1400,165000151,48,인천터미널,37215,하행
1500,165000152,1,롯데마트,41390,상행
1500,165000152,2,계양구청,41177,상행
1500,165000152,3,이마트,41125,상행
1500,165000152,4,계양CGV,41140,상행
1500,165000152,5,안산초등학교(구계산고교),41425,상행
1500,165000152,6,계산역,41426,상행
1500,165000152,7,계산삼거리(신도브래뉴),41199,상행
1500,165000152,8,경인교대역입구,41428,상행
1500,165000152,9,작전역8번출구,41093,상행
1500,165000152,10,작전동삼성홈플러스,41050,상행
1500,165000152,11,안남고등학교,41045,상행
1500,165000152,12,태화아파트,40810,상행
1500,165000152,13,부천IC진입(미정차),57049,상행
1500,165000152,14,신월IC(미정차),24040,상행
1500,165000152,15,선유고등학교,28018,상행
1500,165000152,16,합정역,14220,상행
1500,165000152,17,홍대입구역,23011,상행
1500,165000152,18,동교동삼거리,23033,상행
1500,165000152,19,신촌오거리.현대백화점,23034,상행
1500,165000152,20,신촌오거리.2호선신촌역,23035,상행
1500,165000152,21,이대역,23036,상행
1500,165000152,22,종근당.충정로역,11002,상행
1500,165000152,23,서울역,11013,상행
1500,165000152,24,충정로역2호선,22064,하행
1500,165000152,25,이대역,22057,하행
1500,165000152,26,신촌역2호선,22052,하행
1500,165000152,27,현대백화점,22003,하행
1500,165000152,28,동교동삼거리,22012,하행
1500,165000152,29,홍대입구역(가상),14097,하행
1500,165000152,30,홍대입구역,23031,하행
1500,165000152,31,서교동,23038,하행
1500,165000152,32,합정역(가상),14099,하행
1500,165000152,33,합정역(중),14012,하행
1500,165000152,34,선유고등학교,28017,하행
1500,165000152,35,신월IC(미정차),24041,하행
1500,165000152,36,부천IC출입(미정차),57050,하행
1500,165000152,37,작전동삼성홈플러스,41044,하행
1500,165000152,38,작전역1번출구,41095,하행
1500,165000152,39,경인교대역입구,41429,하행
1500,165000152,40,계산삼거리(신도브래뉴),41201,하행
1500,165000152,41,계산역,41431,하행
1500,165000152,42,계산주공아파트,41423,하행
1500,165000152,43,뉴서울아파트,41153,하행
1500,165000152,44,이마트,41122,하행
1500,165000152,45,계양구청,41180,하행
1500,165000152,46,롯데마트,41391,하행
9500,165000163,1,부평역,40209,상행
9500,165000163,2,부평시장역(부평대로우체국),40368,상행
9500,165000163,3,삭은다리한국지엠,40525,상행
9500,165000163,4,갈산역(1번출구),40604,상행
9500,165000163,5,작전동삼성홈플러스,41044,상행
9500,165000163,6,작전역1번출구,41095,상행
9500,165000163,7,경인교대역입구,41429,상행
9500,165000163,8,계산삼거리(신도브래뉴),41201,상행
9500,165000163,9,계산역,41431,상행
9500,165000163,10,계산주공아파트,41423,상행
9500,165000163,11,임학지하차도앞사거리,41288,상행
9500,165000163,12,고촌IC(미정차),80378,상행
9500,165000163,13,88JC(미정차),25201,상행
9500,165000163,14,가양대교남단(미정차),25202,상행
9500,165000163,15,성산대교남단(미정차),28087,상행
9500,165000163,16,양화대교남단(미정차),28088,상행
9500,165000163,17,여의하류IC(미정차),28089,상행
9500,165000163,18,서울교(미정차),28090,상행
9500,165000163,19,여의상류IC(미정차),29019,상행
9500,165000163,20,한강대교남단(미정차),29020,상행
9500,165000163,21,동작대교남단(미정차),31082,상행
9500,165000163,22,반포대교남단(미정차),31083,상행
9500,165000163,23,고속터미널,31018,상행
9500,165000163,24,반포역,31034,상행
9500,165000163,25,논현역,32007,상행
9500,165000163,26,신논현역.우신빌딩,31057,상행
9500,165000163,27,강남역도시에빛,31076,상행
9500,165000163,28,"래미안아파트,파이낸셜뉴스",22905,상행
9500,165000163,29,서초문화예술정보학교,22132,상행
9500,165000163,30,양재역 신한은행앞,22999,상행
9500,165000163,31,말죽거리공원사거리,22291,상행
9500,165000163,32,매헌시민의숲.양재꽃시장,31002,상행
9500,165000163,33,매헌시민의숲.양재꽃시장,31003,하행
9500,165000163,34,교육개발원입구,31005,하행
9500,165000163,35,양재역.서초문화예술회관,31008,하행
9500,165000163,36,뱅뱅사거리,32001,하행
9500,165000163,37,래미안아파트파이낸셜뉴스,32002,하행
9500,165000163,38,신분당선.강남역4번출구,23572,하행
9500,165000163,39,신논현역,32055,하행
9500,165000163,40,논현역,32008,하행
9500,165000163,41,반포역,31035,하행
9500,165000163,42,고속터미널,31017,하행
9500,165000163,43,신반포역.세화여중고,31033,하행
9500,165000163,44,구반포역.세화고등학교,31031,하행
9500,165000163,45,이수교차로(미정차),31084,하행
9500,165000163,46,서울교(미정차),28091,하행
9500,165000163,47,여의하류IC(미정차),28092,하행
9500,165000163,48,양화대교남단(미정차),28093,하행
9500,165000163,49,성산대교남단(미정차),28094,하행
9500,165000163,50,가양대교남단(미정차),25203,하행
9500,165000163,51,88JC(미정차),25204,하행
9500,165000163,52,고촌IC(미정차),80379,하행
9500,165000163,53,임학지하차도앞사거리,41287,하행
9500,165000163,54,안산초등학교(구계산고교),41425,하행
9500,165000163,55,계산역,41426,하행
9500,165000163,56,계산삼거리(신도브래뉴),41199,하행
9500,165000163,57,경인교대역입구,41428,하행
9500,165000163,58,작전역8번출구,41093,하행
9500,165000163,59,작전동삼성홈플러스,41050,하행
9500,165000163,60,갈산동입구,40622,하행
9500,165000163,61,삭은다리한국지엠,40524,하행
9500,165000163,62,부평시장역,40361,하행
9500,165000163,63,부평역,40234,하행
302,165000067,1,십정동차고지,40913,상행
302,165000067,2,십정사거리,40029,상행
302,165000067,3,선린감리교회,40043,상행
302,165000067,4,백영아파트,40058,상행
302,165000067,5,상정고,40069,상행
302,165000067,6,백운공원(부평아트센터),40076,상행
302,165000067,7,부평도서관,40082,상행
302,165000067,8,현대아파트,40788,상행
302,165000067,9,2001아울렛,40159,상행
302,165000067,10,부원중학교,40789,상행
302,165000067,11,부평역(대한극장),40196,상행
302,165000067,12,부평역,40209,상행
302,165000067,13,힘찬병원,40891,상행
302,165000067,14,부흥초등학교,40304,상행
302,165000067,15,부흥오거리(부흥아파트),40392,상행
302,165000067,16,정병원,40413,상행
302,165000067,17,부개여자고등학교,40421,상행
302,165000067,18,부평동중,40406,상행
302,165000067,19,수변로삼거리,40370,상행
302,165000067,20,부개성일아파트,40301,상행
302,165000067,21,부개역,40256,상행
302,165000067,22,송내고교입구,11015,상행
302,165000067,23,자동차매매단지,11020,상행
302,165000067,24,송내역.영화의거리,55263,상행
302,165000067,25,법원.검찰청.복사골문화센터.반달마을,55020,상행
302,165000067,26,사랑마을벽산.선경.삼익아파트,55030,상행
302,165000067,27,포도마을,55039,상행
302,165000067,28,금강마을,55068,상행
302,165000067,29,중원고등학교,55078,상행
302,165000067,30,부천테크노파크1단지,57003,상행
302,165000067,31,서운일반산업단지입구,41646,상행
302,165000067,32,계양체육관(아시아드양궁장),41454,상행
302,165000067,33,계양체육관(벨로드롬경기장),41666,상행
302,165000067,34,대동아파트후문,41137,상행
302,165000067,35,동보아파트,41143,상행
302,165000067,36,계양구청,41180,상행
302,165000067,37,신대진중앙아파트,41271,상행
302,165000067,38,안산초등학교(구계산고교),41425,상행
302,165000067,39,계산역,41426,상행
302,165000067,40,계산동우체국,41427,상행
302,165000067,41,신동양아파트,41203,상행
302,165000067,42,계양산장미원입구,41189,상행
302,165000067,43,경남아파트,42334,상행
302,165000067,44,공촌사거리,42324,상행
302,165000067,45,우성아파트,42718,상행
302,165000067,46,경서지구입구,42303,상행
302,165000067,47,주물단지,42291,상행
302,165000067,48,LG마그나,89264,상행
302,165000067,49,서부공단입구,42299,상행
302,165000067,50,북인천하부TG(미정차),89287,상행
302,165000067,51,금산IC(미정차),35634,상행
302,165000067,52,인천공항T1(3층2번),35032,상행
302,165000067,53,인천공항T1(3층7번),35203,상행
302,165000067,54,인천공항T1(3층13번),35556,상행
302,165000067,55,인천공항T1(1층2A),35344,하행
302,165000067,56,인천공항T1(1층13B),35205,하행
302,165000067,57,합동청사역,35207,하행
302,165000067,58,국제업무단지(공항청사),35026,하행
302,165000067,59,금산IC(미정차),35635,하행
302,165000067,60,북인천하부TG(미정차),42901,하행
302,165000067,61,청라국제도시역(경명대로),89034,하행
302,165000067,62,LG전자(주),42297,하행
302,165000067,63,LG마그나,89029,하행
302,165000067,64,도림주철관공업(주),42293,하행
302,165000067,65,서부공단입구,42301,하행
302,165000067,66,우성아파트,42717,하행
302,165000067,67,공촌사거리(한국아파트),42322,하행
302,165000067,68,공촌사거리,42330,하행
302,165000067,69,경남아파트,42332,하행
302,165000067,70,계양산장미원입구,41186,하행
302,165000067,71,신동양아파트,41202,하행
302,165000067,72,계산우체국,41430,하행
302,165000067,73,계산역,41431,하행
302,165000067,74,계산주공아파트,41423,하행
302,165000067,75,신대진중앙아파트,41274,하행
302,165000067,76,계양구청,41177,하행
302,165000067,77,까치공원.작전도서관,41149,하행
302,165000067,78,태화한진아파트,41132,하행
302,165000067,79,계양체육관(효성해링턴플레이스),41440,하행
302,165000067,80,계양체육관(아시아드양궁장),41455,하행
302,165000067,81,서운일반산업단지입구(맞은편),41647,하행
302,165000067,82,부천테크노파크1.2단지,57001,하행
302,165000067,83,부천실내체육관,55075,하행
302,165000067,84,금강마을,55066,하행
302,165000067,85,부천터미널소풍,55051,하행
302,165000067,86,하얀마을,55035,하행
302,165000067,87,복사골문화센터.한아름마을,55026,하행
302,165000067,88,송내역.로데오거리,55267,하행
302,165000067,89,자동차매매단지,11021,하행
302,165000067,90,송내고교입구,11014,하행
302,165000067,91,대동아파트정문앞,40277,하행
302,165000067,92,성일아파트후문앞,40311,하행
302,165000067,93,상동가구,55090,하행
302,165000067,94,부평동중,55009,하행
302,165000067,95,부개여자고등학교,40422,하행
302,165000067,96,방촌공원,40419,하행
302,165000067,97,부흥오거리(부흥아파트),40394,하행
302,165000067,98,부흥초등학교·굿케어요양병원,40878,하행
302,165000067,99,힘찬병원,40892,하행
302,165000067,100,부평역(12번출구),40781,하행
302,165000067,101,부평역(북인천우체국),40197,하행
302,165000067,102,부원중학교,40181,하행
302,165000067,103,2001아울렛,40162,하행
302,165000067,104,현대아파트,40112,하행
302,165000067,105,부평도서관,40084,하행
302,165000067,106,백운공원(부평아트센터),40075,하행
302,165000067,107,상정고,40070,하행
302,165000067,108,상정중학교,40059,하행
302,165000067,109,선린감리교회,40047,하행
302,165000067,110,십정사거리,40033,하행
302,165000067,111,십정동차고지,40913,하행
302B,165000452,1,십정동차고지,40913,상행
302B,165000452,2,십정사거리,40029,상행
302B,165000452,3,선린감리교회,40043,상행
302B,165000452,4,백영아파트,40058,상행
302B,165000452,5,상정고,40069,상행
302B,165000452,6,백운공원(부평아트센터),40076,상행
302B,165000452,7,부평도서관,40082,상행
302B,165000452,8,현대아파트,40788,상행
302B,165000452,9,2001아울렛,40159,상행
302B,165000452,10,부원중학교,40789,상행
302B,165000452,11,부평역(대한극장),40196,상행
302B,165000452,12,부평역,40209,상행
302B,165000452,13,힘찬병원,40891,상행
302B,165000452,14,부흥초등학교,40304,상행
302B,165000452,15,부흥오거리(부흥아파트),40392,상행
302B,165000452,16,정병원,40413,상행
302B,165000452,17,부개여자고등학교,40421,상행
302B,165000452,18,부평동중,40406,상행
302B,165000452,19,수변로삼거리,40370,상행
302B,165000452,20,부개성일아파트,40301,상행
302B,165000452,21,부개역,40256,상행
302B,165000452,22,송내고교입구,11015,상행
302B,165000452,23,자동차매매단지,11020,상행
302B,165000452,24,송내역.영화의거리,55263,상행
302B,165000452,25,법원.검찰청.복사골문화센터.반달마을,55020,상행
302B,165000452,26,사랑마을벽산.선경.삼익아파트,55030,상행
302B,165000452,27,포도마을,55039,상행
302B,165000452,28,금강마을,55068,상행
302B,165000452,29,중원고등학교,55078,상행
302B,165000452,30,부천테크노파크1단지,57003,상행
302B,165000452,31,대동아파트후문,41137,상행
302B,165000452,32,동보아파트,41143,상행
302B,165000452,33,계양구청,41180,상행
302B,165000452,34,신대진중앙아파트,41271,상행
302B,165000452,35,안산초등학교(구계산고교),41425,상행
302B,165000452,36,계산역,41426,상행
302B,165000452,37,계산동우체국,41427,상행
302B,165000452,38,신동양아파트,41203,상행
302B,165000452,39,경남아파트,42334,상행
302B,165000452,40,공촌사거리,42324,상행
302B,165000452,41,우성아파트,42718,상행
302B,165000452,42,경서지구입구,42303,상행
302B,165000452,43,주물단지,42291,상행
302B,165000452,44,LG마그나,89264,상행
302B,165000452,45,서부공단입구,42299,상행
303,165000219,1,십정동차고지,40913,상행
303,165000219,2,십정시장입구,40008,상행
303,165000219,3,동암사거리,40001,상행
303,165000219,4,간석오거리역(7번출구),39447,상행
303,165000219,5,간석오거리(인천웨딩홀),39423,상행
303,165000219,6,올리브백화점,39364,상행
303,165000219,7,간석금호어울림아파트,39334,상행
303,165000219,8,구월중학교,39286,상행
303,165000219,9,길병원,39250,상행
303,165000219,10,길병원사거리,39212,상행
303,165000219,11,성리초등학교,39201,상행
303,165000219,12,구월도매전통시장,39193,상행
303,165000219,13,롯데백화점(인천터미널),39588,상행
303,165000219,14,풍림아파트,37245,상행
303,165000219,15,인명여자고등학교,37199,상행
303,165000219,16,문학경기장(박태환수영장),38329,상행
303,165000219,17,선학체육관(하키경기장),38309,상행
303,165000219,18,선학역,38305,상행
303,165000219,19,연수병원,38296,상행
303,165000219,20,연수초등학교,38290,상행
303,165000219,21,인천적십자병원(풍림아파트),38339,상행
303,165000219,22,대우아파트,38206,상행
303,165000219,23,연수주공3차아파트,38188,상행
303,165000219,24,연수대동아파트,38128,상행
303,165000219,25,연수구청입구,38095,상행
303,165000219,26,동춘역,38346,상행
303,165000219,27,동막역(3번출구),38433,상행
303,165000219,28,성지아파트,38017,상행
303,165000219,29,신송고등학교,38024,상행
303,165000219,30,송도풍림아이원4단지,38032,상행
303,165000219,31,먼우금초등학교,38021,상행
303,165000219,32,송도1동행정복지센터,38012,상행
303,165000219,33,해양경찰청,38411,상행
303,165000219,34,이안송도,38409,상행
303,165000219,35,인천대교TG(미정차),35629,상행
303,165000219,36,인천공항T1(3층2번),35032,상행
303,165000219,37,인천공항T1(3층7번),35203,상행
303,165000219,38,인천공항T1(3층13번),35556,상행
303,165000219,39,인천공항T1(1층2A),35344,하행
303,165000219,40,인천공항T1(1층13B),35205,하행
303,165000219,41,합동청사역,35207,하행
303,165000219,42,국제업무단지(공항청사),35026,하행
303,165000219,43,인천대교TG(미정차),35628,하행
303,165000219,44,더프라우,38410,하행
303,165000219,45,송도힐스테이트5단지,38393,하행
303,165000219,46,송도더샵퍼스트월드(동문),38013,하행
303,165000219,47,풍림2.3차아파트,38350,하행
303,165000219,48,금호아파트,38349,하행
303,165000219,49,신송고등학교,38023,하행
303,165000219,50,한진아파트,38016,하행
303,165000219,51,동막역(1번출구),38039,하행
303,165000219,52,동춘역(이마트.스퀘어원),38070,하행
303,165000219,53,우성1차아파트,38094,하행
303,165000219,54,연수경찰서,38111,하행
303,165000219,55,솔안공원,38348,하행
303,165000219,56,연수1차아파트,38187,하행
303,165000219,57,대우아파트,38208,하행
303,165000219,58,인천적십자병원(풍림아파트),38240,하행
303,165000219,59,경남아파트,38281,하행
303,165000219,60,선학역(1번출구),38306,하행
303,165000219,61,선학체육관(하키경기장),38308,하행
303,165000219,62,문학경기장(박태환수영장),38310,하행
303,165000219,63,인명여자고등학교,37205,하행
303,165000219,64,풍림아파트,37246,하행
303,165000219,65,롯데백화점(인천터미널),37513,하행
303,165000219,66,구월도매전통시장,39192,하행
303,165000219,67,성리초등학교,39200,하행
303,165000219,68,길병원사거리,39216,하행
303,165000219,69,길병원,39590,하행
303,165000219,70,구월중학교,39281,하행
303,165000219,71,간석래미안.자이,39333,하행
303,165000219,72,올리브백화점,39589,하행
303,165000219,73,간석오거리(인천웨딩홀),39406,하행
303,165000219,74,간석오거리역(8번출구),39449,하행
303,165000219,75,동암사거리,40003,하행
303,165000219,76,십정시장입구,40007,하행
303,165000219,77,십정동차고지,40913,하행
303-1,165000350,1,십정동차고지,40913,상행
303-1,165000350,2,십정시장입구,40008,상행
303-1,165000350,3,간석오거리(교원공제조합),39444,상행
303-1,165000350,4,간석사거리(상인천중학교),39422,상행
303-1,165000350,5,만수소방서,39428,상행
303-1,165000350,6,인수초등학교,39392,상행
303-1,165000350,7,남동구청,39279,상행
303-1,165000350,8,큰방죽삼거리,39576,상행
303-1,165000350,9,휴먼시아푸르내마을13단지,39618,상행
303-1,165000350,10,논현단풍마을트리플에듀,39616,상행
303-1,165000350,11,논현8단지동산마을,39104,상행
303-1,165000350,12,청능로사거리,39623,상행
303-1,165000350,13,논현고잔동행정복지센터,39707,상행
303-1,165000350,14,에코메트로11단지,39652,상행
303-1,165000350,15,에코메트로10단지,39728,상행
303-1,165000350,16,남동소래아트홀,39743,상행
303-1,165000350,17,장인가구,39706,상행
303-1,165000350,18,송도세브란스병원,38651,상행
303-1,165000350,19,연세대,39725,상행
303-1,165000350,20,테크노파크IT센터,39938,상행
303-1,165000350,21,테크노파크역,38421,상행
303-1,165000350,22,웰카운티2단지,38709,상행
303-1,165000350,23,웰카운티1단지,38648,상행
303-1,165000350,24,지식정보단지역,38403,상행
303-1,165000350,25,웰카운티4단지,38446,상행
303-1,165000350,26,칼빈매니토바국제학교,38500,상행
303-1,165000350,27,미추홀공원,38368,상행
303-1,165000350,28,송도더샵퍼스트월드(서문),38381,상행
303-1,165000350,29,송도더샵퍼스트월드,38589,상행
303-1,165000350,30,해양경찰청,38411,상행
303-1,165000350,31,이안송도,38409,상행
303-1,165000350,32,인천대교TG(미정차),35629,상행
303-1,165000350,33,인천공항T1(3층2번),35032,상행
303-1,165000350,34,인천공항T1(3층7번),35203,상행
303-1,165000350,35,인천공항T1(3층13번),35556,상행
303-1,165000350,36,인천공항전망대(미정차),35630,상행
303-1,165000350,37,인천공항T2(3)번출입구(3층),35614,상행
303-1,165000350,38,인천공항T2(11)번출입구(3층),35615,상행
303-1,165000350,39,인천공항T2(3)A(1층),35618,하행
303-1,165000350,40,인천공항T2(8)B(1층),35619,하행
303-1,165000350,41,인천공항전망대(미정차),35631,하행
303-1,165000350,42,하얏트호텔,35206,하행
303-1,165000350,43,인천공항T1(1층2A),35344,하행
303-1,165000350,44,인천공항T1(1층13B),35205,하행
303-1,165000350,45,합동청사역,35207,하행
303-1,165000350,46,국제업무단지(공항청사),35026,하행
303-1,165000350,47,인천대교TG(미정차),35628,하행
303-1,165000350,48,더프라우,38410,하행
303-1,165000350,49,송도힐스테이트5단지,38393,하행
303-1,165000350,50,송도푸르지오월드마크,38426,하행
303-1,165000350,51,컨벤시아,38372,하행
303-1,165000350,52,송도컨벤시아,38367,하행
303-1,165000350,53,송도지웰푸르지오시티,38424,하행
303-1,165000350,54,웰카운티4단지,38447,하행
303-1,165000350,55,지식정보단지역,38373,하행
303-1,165000350,56,송도더샵센트럴시티.글로벌캠퍼스푸르지오,38647,하행
303-1,165000350,57,송도글로벌캠퍼스푸르지오아파트,38711,하행
303-1,165000350,58,테크노파크역,38422,하행
303-1,165000350,59,송도테크노파크IT센터,39929,하행
303-1,165000350,60,연세대,39861,하행
303-1,165000350,61,해안도로신항만교,39001,하행
303-1,165000350,62,남동소래아트홀,39792,하행
303-1,165000350,63,에코메트로10단지,39736,하행
303-1,165000350,64,에코메트로12단지,39651,하행
303-1,165000350,65,논현동힐스테이트,39708,하행
303-1,165000350,66,청능로사거리,39622,하행
303-1,165000350,67,논현9단지냇마을신영지웰A,39101,하행
303-1,165000350,68,소래초등학교,39615,하행
303-1,165000350,69,휴먼시아푸르내마을13단지,39617,하행
303-1,165000350,70,큰방죽삼거리,39575,하행
303-1,165000350,71,남동구청,39263,하행
303-1,165000350,72,인수초등학교,39386,하행
303-1,165000350,73,만수소방서,39433,하행
303-1,165000350,74,간석사거리(상인천중학교),39426,하행
303-1,165000350,75,간석오거리(교원공제조합),39446,하행
303-1,165000350,76,십정시장입구,40007,하행
303-1,165000350,77,십정동차고지,40913,하행
304,165000389,1,십정동차고지,40913,상행
304,165000389,2,십정시장입구,40008,상행
304,165000389,3,동암사거리,40001,상행
304,165000389,4,간석오거리역(7번출구),39447,상행
304,165000389,5,올리브백화점,39364,상행
304,165000389,6,구월중학교,39286,상행
304,165000389,7,길병원,39250,상행
304,165000389,8,성리초등학교,39201,상행
304,165000389,9,종합터미널,37242,상행
304,165000389,10,문학경기장(박태환수영장),38329,상행
304,165000389,11,선학역,38305,상행
304,165000389,12,신연수역(3번출구),38228,상행
304,165000389,13,원인재역(6번출구),38166,상행
304,165000389,14,동춘역,38346,상행
304,165000389,15,동막역(3번출구),38433,상행
304,165000389,16,부대앞,38594,상행
304,165000389,17,인천대교TG(미정차),35629,상행
304,165000389,18,그린나래지하차도,35648,상행
304,165000389,19,금홍염전,35544,상행
304,165000389,20,운남동우체국,35849,상행
304,165000389,21,해맞이공원앞,35616,상행
304,165000389,22,중구청소년수련관.하늘중학교,35824,상행
304,165000389,23,LH7단지,35452,상행
304,165000389,24,영종e편한세상센텀베뉴·화성파크드림2차,35886,상행
304,165000389,25,영종e편한세상센텀베뉴·센트럴푸르지오자이,35660,상행
304,165000389,26,e편한세상영종센텀베뉴정문,35510,상행
304,165000389,27,우미린2단지정문,35513,상행
304,165000389,28,신명스카이뷰정문,35455,상행
304,165000389,29,동보노빌리티,35488,상행
304,165000389,30,영종블루오션2차,35877,상행
304,165000389,31,힐스테이트,35457,상행
304,165000389,32,한라비발디,35459,상행
304,165000389,33,화성파크드림.스카이시티자이,35651,상행
304,165000389,34,서한이다음아파트정문,35583,상행
304,165000389,35,영종서희스타힐스정문,35462,상행
304,165000389,36,영종서희스타힐스옆문,35756,상행
304,165000389,37,중산동(중촌),35278,상행
304,165000389,38,중산동,35305,상행
304,165000389,39,영종교회,35545,상행
304,165000389,40,관창마을,35253,상행
304,165000389,41,전소,35232,상행
304,165000389,42,영종물류고등학교앞·영종자이아파트,35307,상행
304,165000389,43,남디4거리,35280,상행
304,165000389,44,영종중학교,35463,상행
304,165000389,45,운남동,35281,상행
304,165000389,46,운서초등학교,35270,상행
304,165000389,47,넙디,35575,상행
304,165000389,48,영종고등학교,35493,상행
304,165000389,49,LH1단지,35494,상행
304,165000389,50,영종유승한내들스카이스테이,35759,상행
304,165000389,51,운서역반도유보라,35879,상행
304,165000389,52,레전드호텔,35639,상행
304,165000389,53,운서역,35242,상행
304,165000389,54,금호베스트빌1단지.영종도서관,35113,하행
304,165000389,55,풍림1차205동,35256,하행
304,165000389,56,인천대교TG(미정차),35628,하행
304,165000389,57,송도MTB파크,38746,하행
304,165000389,58,동막역(1번출구),38039,하행
304,165000389,59,동춘역(이마트.스퀘어원),38070,하행
304,165000389,60,원인재역(1번출구),38162,하행
304,165000389,61,신연수역(1번출구),38263,하행
304,165000389,62,선학역(1번출구),38306,하행
304,165000389,63,문학경기장(박태환수영장),38423,하행
304,165000389,64,종합터미널,39177,하행
304,165000389,65,성리초등학교,39200,하행
304,165000389,66,길병원,39590,하행
304,165000389,67,구월중학교,39281,하행
304,165000389,68,올리브백화점,39589,하행
304,165000389,69,간석오거리역(8번출구),39449,하행
304,165000389,70,동암사거리,40003,하행
304,165000389,71,십정시장입구,40007,하행
304,165000389,72,십정동차고지,40913,하행
103,165000056,1,동춘동차고지,38569,상행
103,165000056,2,동춘동종점,38037,상행
103,165000056,3,무지개아파트(동남아파트),38042,상행
103,165000056,4,동춘2동행정복지센터,38046,상행
103,165000056,5,한양2차아파트,38055,상행
103,165000056,6,나사렛국제병원앞,38068,상행
103,165000056,7,청량중학교,38086,상행
103,165000056,8,연수꿈담도서관,38103,상행
103,165000056,9,동아금호아파트,38347,상행
103,165000056,10,연수한양1차아파트,38091,상행
103,165000056,11,남동대교(스퀘어원),39063,상행
103,165000056,12,한국가스공사,39061,상행
103,165000056,13,태평양산업,39066,상행
103,165000056,14,인천인력개발원,39071,상행
103,165000056,15,남동인더스파크역,39074,상행
