시설명,시설유형,도로명 주소,lat,lon,행정구역
강화군노인복지관,노인여가복지시설,인천광역시 강화군 강화읍 중앙로 17-16,37.74032126,126.4912085,강화군
강화군노인문화센터,노인여가복지시설,인천광역시 강화군 길상면 마니산로 36,37.6425401,126.4871851,강화군
신문리(대안) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로419번길 5-1,37.74645011,126.4848778,강화군
"신문1,3,5리 경로당",노인여가복지시설,인천광역시 강화군 강화읍 청하동길9번길 8,37.74667566,126.4825827,강화군
"신문1,2,5리(부녀) 경로당",노인여가복지시설,인천광역시 강화군 강화읍 청하동길9번길 8,37.74667566,126.4825827,강화군
신문4리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 청하동길 60,37.74349296,126.4806237,강화군
신문5리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 향나무길22번길 10,37.74652263,126.4786276,강화군
관청1리 동문 경로당,노인여가복지시설,인천광역시 강화군 강화읍 관청길10번길 8,37.74897589,126.4889624,강화군
"관청1,2,3,4(견자산) 경로당",노인여가복지시설,인천광역시 강화군 강화읍 동문안길20번길 18,37.74739208,126.4887299,강화군
관청5리(중앙) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 관청길65번길 9,37.74897373,126.4828076,강화군
"관청5,6,7리(부녀) 경로당",노인여가복지시설,인천광역시 강화군 강화읍 관청길65번길 9,37.74897373,126.4828076,강화군
관청6리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 관청길 84,37.75052427,126.4813301,강화군
관청7리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 향교길 31,37.75109818,126.4787762,강화군
국화1리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 국화길12번길 5,37.75183931,126.4692293,강화군
국화1리(서문) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 고비고개로18번길 13,37.74839509,126.4750543,강화군
국화2리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 고비고개로 186,37.74161494,126.4591344,강화군
남산1리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 부조고개길 34,37.74137191,126.4863568,강화군
남산1리(선화) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 부조고개길56번길 14,37.73964496,126.4840897,강화군
남산2리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 충렬사로 103-15,37.73108954,126.4795635,강화군
미래지향아파트 경로당,노인여가복지시설,인천광역시 강화군 강화읍 남문로 41,37.7411901,126.487394,강화군
"갑곳1,3,4 경로당",노인여가복지시설,인천광역시 강화군 강화읍 강화대로248번길 8,37.74123941,126.5024541,강화군
"갑곳1,3,4(부녀) 경로당",노인여가복지시설,인천광역시 강화군 강화읍 강화대로248번길 8,37.74123941,126.5024541,강화군
갑곳2(먹절) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로 169,37.73775717,126.5102131,강화군
갑곳2(부녀) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로 169,37.73775717,126.5102131,강화군
현대 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로 195,37.73799508,126.5079566,강화군
강화베이힐 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로 234-12,37.74188009,126.5035031,강화군
주진빌라 경로당,노인여가복지시설,"인천광역시 강화군 강화읍 강화대로 185-2, 다동 207호",37.73858774,126.508369,강화군
갑곳6리 그랑드빌 경로당,노인여가복지시설,"인천광역시 강화군 강화읍 갑룡길 35, 101동 101호",37.7435059,126.4970711,강화군
용정1리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 갑룡길 184,37.74722068,126.5116458,강화군
용정2리(신양) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화대로154번길 38,37.73915837,126.5154298,강화군
옥림1리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 동문로 176-1,37.75607458,126.5014447,강화군
옥림2리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 동문로 131,37.75424338,126.4964862,강화군
옥림리(옥감) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 동문로 255,37.76101457,126.5066148,강화군
월곳리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 월곳리 412-4,37.77050956,126.5064171,강화군
월곳리(대묘동) 경로당,노인여가복지시설,인천광역시 강화군 강화읍 강화산단로250번길 36-13,37.7607772,126.4932658,강화군
대산1리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 대산길 174,37.77321575,126.4949311,강화군
대산2리 경로당,노인여가복지시설,인천광역시 강화군 강화읍 대산길51번길 3,37.76527208,126.4876415,강화군
금월1리 경로당,노인여가복지시설,인천광역시 강화군 선원면 대문고개로 34,37.71380744,126.4849149,강화군
금월2리(대촌) 경로당,노인여가복지시설,인천광역시 강화군 선원면 연동로209번길 53,37.70475293,126.4894961,강화군
금월2리(기세미) 경로당,노인여가복지시설,인천광역시 강화군 선원면 기세미길 160,37.70047358,126.4948847,강화군
연리(연화) 경로당,노인여가복지시설,인천광역시 강화군 선원면 연동로162번길 14,37.7062153,126.4993518,강화군
연리(능진) 경로당,노인여가복지시설,인천광역시 강화군 선원면 연동로 109,37.7046335,126.505229,강화군
지산1리 경로당,노인여가복지시설,인천광역시 강화군 선원면 와말길 80-1,37.71179668,126.5056059,강화군
지산2리 경로당,노인여가복지시설,인천광역시 강화군 선원면 선원사지로 190,37.72074356,126.4951739,강화군
남산대 경로당,노인여가복지시설,인천광역시 강화군 선원면 와말길178번길 6,37.71401519,126.4960872,강화군
신정1리(도감말) 경로당,노인여가복지시설,인천광역시 강화군 선원면 선원사지로 133,37.72268845,126.5002448,강화군
신정1리(가재골) 경로당,노인여가복지시설,인천광역시 강화군 선원면 고식이길182번길 34-10,37.7289392,126.5026223,강화군
신정2리 경로당,노인여가복지시설,인천광역시 강화군 선원면 더리미길 33,37.72223359,126.510585,강화군
창1리(고시기) 경로당,노인여가복지시설,인천광역시 강화군 선원면 고식이길 80,37.73166104,126.4974473,강화군
창2리(창골) 경로당,노인여가복지시설,인천광역시 강화군 선원면 중앙로189번길 3,37.72737084,126.4877963,강화군
세광1차 경로당,노인여가복지시설,인천광역시 강화군 선원면 중앙로 274,37.7244906,126.4785385,강화군
창4리(세광2차) 경로당,노인여가복지시설,인천광역시 강화군 선원면 대문고개로 133-1,37.72285135,126.4834409,강화군
선행리 경로당,노인여가복지시설,인천광역시 강화군 선원면 시리미로 104,37.72524113,126.4685379,강화군
냉정1리 경로당,노인여가복지시설,인천광역시 강화군 선원면 중앙로421번길 3,37.71432745,126.4676695,강화군
냉정2리 경로당,노인여가복지시설,인천광역시 강화군 선원면 철종외가길 4,37.70695726,126.4809777,강화군
두운1리 경로당,노인여가복지시설,인천광역시 강화군 불은면 강화동로 562-4,37.68549284,126.4802292,강화군
두운1리(백운곡) 경로당,노인여가복지시설,인천광역시 강화군 불은면 강화동로726번길 30-74,37.69470728,126.4830914,강화군
두운2리(장안촌) 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로470번길 22-4,37.68058898,126.4938845,강화군
두운2리(두두미) 경로당,노인여가복지시설,인천광역시 강화군 불은면 고능로 363,37.68260062,126.4911101,강화군
고능1리(아침가리) 경로당,노인여가복지시설,인천광역시 강화군 불은면 고능로262번길 3,37.69061338,126.4960185,강화군
고능1리(지래) 경로당,노인여가복지시설,인천광역시 강화군 불은면 고능로 102,37.69149222,126.5096836,강화군
고능2리(고잔) 경로당,노인여가복지시설,인천광역시 강화군 불은면 고능로195번길 33,37.6856012,126.5044797,강화군
고능2리(능내촌) 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로442번길 46-25,37.68088084,126.5006766,강화군
오두리 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로 293-1,37.67582988,126.5114049,강화군
넙성리(능곡) 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로 193,37.66844981,126.5071093,강화군
넙성리(북성) 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로224번길 21-8,37.66937964,126.5121428,강화군
신현리 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은남로95번길 3,37.66025381,126.5047143,강화군
덕성리 경로당,노인여가복지시설,인천광역시 강화군 불은면 덕진로129번길 16,37.65022908,126.5135378,강화군
덕성리(덕진) 경로당,노인여가복지시설,인천광역시 강화군 불은면 덕진로 49,37.64944936,126.5221964,강화군
삼동암1리 경로당,노인여가복지시설,인천광역시 강화군 불은면 삼동암길 194,37.6988988,126.4593344,강화군
삼동암2리 경로당,노인여가복지시설,인천광역시 강화군 불은면 불은북로142번길 2,37.69205342,126.4672083,강화군
삼성1리 경로당,노인여가복지시설,인천광역시 강화군 불은면 중앙로500번길 2,37.71285071,126.4592028,강화군
삼성2리 경로당,노인여가복지시설,인천광역시 강화군 불은면 중앙로 694-6,37.70446511,126.4406685,강화군
온수1리 경로당,노인여가복지시설,인천광역시 강화군 길상면 길상로304번길 4,37.63818414,126.4936917,강화군
온수2리 경로당,노인여가복지시설,인천광역시 강화군 길상면 온수길36번길 7-1,37.64000238,126.4905692,강화군
온수2리(원창) 경로당,노인여가복지시설,"인천광역시 강화군 길상면 마니산로 75, 원창빌라 201동 101호",37.63767389,126.484654,강화군
온수3리 경로당,노인여가복지시설,인천광역시 강화군 길상면 강화남로 99-4,37.64302167,126.4750582,강화군
선두1리 경로당,노인여가복지시설,인천광역시 강화군 길상면 마니산로179번길 4,37.63520325,126.4737582,강화군
선두2리 경로당,노인여가복지시설,인천광역시 강화군 길상면 보리고개로 13,37.62145251,126.4713917,강화군
선두3리 경로당,노인여가복지시설,인천광역시 강화군 길상면 장흥로 239-3,37.62014772,126.4993447,강화군
선두4리 경로당,노인여가복지시설,인천광역시 강화군 길상면 해안남로 748-6,37.60491179,126.4847136,강화군
선두5리(선택) 경로당,노인여가복지시설,인천광역시 강화군 길상면 해안남로 602,37.59939748,126.4980437,강화군
선두5리(택리) 경로당,노인여가복지시설,인천광역시 강화군 길상면 해안남로474번길 13,37.60031416,126.5089182,강화군
동검리 경로당,노인여가복지시설,인천광역시 강화군 길상면 동검길154번길 36-19,37.58793979,126.5062072,강화군
초지1리 경로당,노인여가복지시설,인천광역시 강화군 길상면 길상로95번길 37-13,37.63426998,126.5165357,강화군
초지2리 경로당,노인여가복지시설,인천광역시 강화군 길상면 신촌로53번길 86,37.62532916,126.5206953,강화군
장흥1리 경로당,노인여가복지시설,인천광역시 강화군 길상면 길상로 185-4,37.63384343,126.504026,강화군
장흥2리 경로당,노인여가복지시설,인천광역시 강화군 길상면 장흥로 156,37.61944689,126.507815,강화군
길직1리 경로당,노인여가복지시설,인천광역시 강화군 길상면 피미길32번길 26,37.66115173,126.4818958,강화군
길직2리(마그네) 경로당,노인여가복지시설,인천광역시 강화군 길상면 강화동로 144,37.65191024,126.4929822,강화군
길직2리(길촌) 경로당,노인여가복지시설,인천광역시 강화군 길상면 강화동로74번길 53,37.64764716,126.4978191,강화군
내1리 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로 835-12,37.63439084,126.4052366,강화군
내1리(동산촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 안골길61번길 10,37.63121953,126.4023888,강화군
내2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 안골길 103-6,37.63340577,126.3998924,강화군
내3리 경로당,노인여가복지시설,인천광역시 강화군 화도면 안골길131번길 36-9,37.63659282,126.3988738,강화군
내4리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 2752-6,37.63608273,126.3827576,강화군
상방1리 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로739번길 11,37.63215462,126.4159308,강화군
상방2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로 654-5,37.63470774,126.4257564,강화군
상방2리(고창촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 가능포로47번길 11,37.63757105,126.4172395,강화군
문산리 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로 566,37.63208777,126.4334481,강화군
덕포1리(덕달마을) 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로410번길 73-5,37.6355134,126.4459774,강화군
덕포1리(삼촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 마니산로417번길 54-9,37.6260456,126.4444449,강화군
덕포1리(신촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 신촌길 67,37.62565784,126.4473274,강화군
덕포2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 신촌길27번길 7,37.62781173,126.4497793,강화군
덕포2리(상촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 덕포길56번길 40-8,37.6237473,126.457693,강화군
덕포2리(양지촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 신촌길27번길 13-24,37.62586529,126.4514493,강화군
덕포2리(내촌) 경로당,노인여가복지시설,인천광역시 강화군 화도면 덕포길 122-8,37.62564823,126.4608305,강화군
사기리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로1134번길 9,37.61537323,126.4550872,강화군
동막리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 1706,37.59735526,126.4357,강화군
흥왕1리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 1825-9,37.60300578,126.4248993,강화군
흥왕2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 1915-6,37.60793517,126.4167223,강화군
여차1리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 2245,37.60919279,126.3921117,강화군
여차2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로2029번길 11-10,37.59959485,126.4103826,강화군
장화1리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 2407,37.61799862,126.3820599,강화군
장화2리 경로당,노인여가복지시설,인천광역시 강화군 화도면 해안남로 2463-14,37.62341069,126.3790407,강화군
하일리(중앙) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로721번길 8,37.66337404,126.419992,강화군
능내리 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로634번길 2,37.65779789,126.4269317,강화군
능내리(공숙) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로685번길 65-1,37.65572747,126.4208461,강화군
건평리 경로당,노인여가복지시설,인천광역시 강화군 양도면 건평로 174,37.6828911,126.4020292,강화군
건평리(양지) 경로당,노인여가복지시설,인천광역시 강화군 양도면 건평로173번길 71,37.67932875,126.4057315,강화군
인산1리(호곡) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로 881,37.6961633,126.422308,강화군
인산1리(왕방촌) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로 777-1,37.69971354,126.4333705,강화군
인산1리(성전) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로943번길 15,37.69591195,126.4163637,강화군
인산2리(황곡) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로994번길 10,37.7007678,126.4116719,강화군
인산2리(야곡) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로1052번길 20,37.70081958,126.4065425,강화군
인산2리(누촌) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로1094번길 6,37.70159657,126.4027068,강화군
인산2리(서성) 경로당,노인여가복지시설,인천광역시 강화군 양도면 중앙로979번길 28,37.69709718,126.4123215,강화군
삼흥1리(강월) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로 909,37.67861444,126.4164641,강화군
삼흥2리(산문) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로1002번길 92,37.68352981,126.4283395,강화군
삼흥2리(흥천) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로1044번길 21,37.68901619,126.4211076,강화군
길정리(곤능) 경로당,노인여가복지시설,인천광역시 강화군 양도면 고려왕릉로199번길 6,37.66365116,126.4647351,강화군
길정리(문현) 경로당,노인여가복지시설,인천광역시 강화군 양도면 정문길 127,37.6587399,126.4649397,강화군
길정리(정하) 경로당,노인여가복지시설,인천광역시 강화군 양도면 정문길 31,37.65168587,126.4660617,강화군
도장1리(어두니) 경로당,노인여가복지시설,인천광역시 강화군 양도면 고려왕릉로83번길 25,37.65745566,126.4543973,강화군
도장2리(하록) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로 411,37.64837424,126.4453594,강화군
도장2리(장하) 경로당,노인여가복지시설,인천광역시 강화군 양도면 장하길25번길 8,37.64820264,126.4511267,강화군
도장2리(대흥) 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로374번길 9,37.65140965,126.4478246,강화군
조산리 경로당,노인여가복지시설,인천광역시 강화군 양도면 강화남로 523,37.65294939,126.4352968,강화군
고천1리 경로당,노인여가복지시설,인천광역시 강화군 내가면 강화서로 263-5,37.72001693,126.3898501,강화군
고천2리 경로당,노인여가복지시설,인천광역시 강화군 내가면 강화서로 220-1,37.71663266,126.3912797,강화군
고천3리 경로당,노인여가복지시설,인천광역시 강화군 내가면 고비고개로743번길 7,37.72174145,126.4095787,강화군
고천4리 경로당,노인여가복지시설,인천광역시 강화군 내가면 연촌길 8,37.73130748,126.4230249,강화군
고천5리 경로당,노인여가복지시설,인천광역시 강화군 내가면 고비고개로743번길 227,37.71406379,126.3942267,강화군
오상1리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로69번길 26,37.72473889,126.3802543,강화군
오상2리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로 96,37.72861064,126.3771705,강화군
오상3리 경로당,노인여가복지시설,인천광역시 강화군 내가면 강화서로433번길 6,37.73492483,126.3894881,강화군
외포1리 경로당,노인여가복지시설,인천광역시 강화군 내가면 중앙로1204번길 40,37.70618272,126.3937181,강화군
외포2리 경로당,노인여가복지시설,인천광역시 강화군 내가면 해안서로 896,37.7011268,126.3796206,강화군
황청1리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로385번길 8,37.71852262,126.3604293,강화군
황청2리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로 442,37.71459762,126.3568579,강화군
구하1리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로185번길 39,37.72815973,126.3718441,강화군
구하2리 경로당,노인여가복지시설,인천광역시 강화군 내가면 황청포구로 301-3,37.72557361,126.3632764,강화군
신봉리(신곡) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로 1281,37.7782262,126.4070216,강화군
신봉2리 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로 1189,37.77264013,126.4146642,강화군
신봉2리(교촌) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로 1206,37.77352749,126.4127843,강화군
장정1리 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로1100번길 16,37.77427408,126.4247059,강화군
장정2리 경로당,노인여가복지시설,인천광역시 강화군 하점면 장정양오길 139,37.78265602,126.4344244,강화군
부근1리 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로 911-13,37.76839164,126.4431165,강화군
부근2리(목숙) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화대로989번길 10,37.7716445,126.4354591,강화군
부근2리(사직) 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로 97-22,37.76488617,126.4330014,강화군
삼거1리 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로213번길 57,37.76068223,126.4191809,강화군
삼거1리(소동) 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로181번길 10-19,37.76389229,126.4243519,강화군
삼거2리 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로315번길 7-10,37.75977427,126.4145967,강화군
신삼1리(동촌) 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로 403,37.7557834,126.4041349,강화군
신삼2리(서촌) 경로당,노인여가복지시설,인천광역시 강화군 하점면 고려산로 487,37.75194183,126.3963637,강화군
망월1리(다운) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화서로560번길 33,37.74571889,126.3901429,강화군
망월2리(산화) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화서로533번길 41-6,37.74126566,126.3812432,강화군
망월3리(웃망월) 경로당,노인여가복지시설,인천광역시 강화군 하점면 망월길154번길 20,37.75161792,126.3711697,강화군
망월3리(하망월) 경로당,노인여가복지시설,인천광역시 강화군 하점면 망월길 232,37.74745913,126.3644194,강화군
창후1리(새마음) 경로당,노인여가복지시설,인천광역시 강화군 하점면 창후로 215-4,37.76525568,126.3642402,강화군
창후2리(한마음) 경로당,노인여가복지시설,인천광역시 강화군 하점면 창후로 23-1,37.76438889,126.3801913,강화군
창후3리(용진) 경로당,노인여가복지시설,인천광역시 강화군 하점면 창후로 108,37.76344768,126.3718238,강화군
이강1리(모현) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화서로830번길 7,37.76677167,126.3852893,강화군
이강2리(성경) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화서로 894-1,37.7711885,126.3909295,강화군
이강3리(이현) 경로당,노인여가복지시설,인천광역시 강화군 하점면 강화서로 985,37.77790383,126.3953201,강화군
철산리 경로당,노인여가복지시설,인천광역시 강화군 양사면 덕하로387번길 18-3,37.81682937,126.4421295,강화군
덕하1리 경로당,노인여가복지시설,인천광역시 강화군 양사면 덕하로 127,37.80195496,126.4199803,강화군
덕하2리 경로당,노인여가복지시설,인천광역시 강화군 양사면 덕하로 245-5,37.80998365,126.4279907,강화군
덕하3리 경로당,노인여가복지시설,인천광역시 강화군 양사면 덕하3길 57,37.80812063,126.4359048,강화군
북성1리 경로당,노인여가복지시설,인천광역시 강화군 양사면 생설미길 48,37.81518822,126.4073404,강화군
북성2리 경로당,노인여가복지시설,인천광역시 강화군 양사면 전망대로 1058,37.8180433,126.4198045,강화군
교산1리 경로당,노인여가복지시설,인천광역시 강화군 양사면 전망대로 1317,37.8035958,126.405491,강화군
시뫼마을 경로당,노인여가복지시설,인천광역시 강화군 양사면 배우개길 177,37.79732813,126.3956553,강화군
교산2리 경로당,노인여가복지시설,인천광역시 강화군 양사면 서사길 241,37.80059884,126.3925202,강화군
인화1리 경로당,노인여가복지시설,인천광역시 강화군 양사면 서사길41번길 46,37.7953042,126.37753,강화군
인화2리 경로당,노인여가복지시설,인천광역시 강화군 양사면 인화로 308-3,37.78908418,126.3672704,강화군
인화성 경로당,노인여가복지시설,인천광역시 강화군 양사면 인화로 462-15,37.78979461,126.3529937,강화군
솔정1리 경로당,노인여가복지시설,인천광역시 강화군 송해면 강화대로674번길 59,37.76529015,126.4683294,강화군
솔정2리 경로당,노인여가복지시설,인천광역시 강화군 송해면 전망대로 25,37.76430074,126.4634039,강화군
신당리 경로당,노인여가복지시설,인천광역시 강화군 송해면 당골길 123-30,37.76255722,126.4789669,강화군
신당리부녀 경로당,노인여가복지시설,인천광역시 강화군 송해면 당골길 123-14,37.76256858,126.4788259,강화군
하도1리 경로당,노인여가복지시설,인천광역시 강화군 송해면 강화대로639번길 29-5,37.75653909,126.4674161,강화군
하도2리 경로당,노인여가복지시설,인천광역시 강화군 송해면 강화대로833번길 23,37.76353208,126.4511852,강화군
양오1리 경로당,노인여가복지시설,인천광역시 강화군 송해면 장정양오길 310,37.79159918,126.4455413,강화군
양오2리 경로당,노인여가복지시설,인천광역시 강화군 송해면 장정양오길 366,37.79421632,126.4496266,강화군
상도1리 경로당,노인여가복지시설,인천광역시 강화군 송해면 상도숭뢰길 59,37.78191756,126.4678374,강화군
상도2리 경로당,노인여가복지시설,인천광역시 강화군 송해면 홍의길 123,37.77640163,126.4501713,강화군
숭뢰1리 경로당,노인여가복지시설,인천광역시 강화군 송해면 상도숭뢰길 225-3,37.78651218,126.4776691,강화군
숭뢰2리 경로당,노인여가복지시설,인천광역시 강화군 송해면 전망대로306번길 4,37.7876405,126.4622414,강화군
당산리 경로당,노인여가복지시설,인천광역시 강화군 송해면 전망대로468번길 11,37.80200359,126.4585326,강화군
대룡1리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로 9-23,37.77985532,126.2789157,강화군
대룡2리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동남로 91,37.7758637,126.2841943,강화군
읍내리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동남로212번길 7,37.76987031,126.29471,강화군
상용리(월선) 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동남로 410,37.77774087,126.3132208,강화군
봉소리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동동로 111-18,37.79219933,126.3188749,강화군
고구1리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동동로294번길 28,37.79463415,126.2983443,강화군
고구2리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동동로438번길 27,37.79098244,126.2847846,강화군
삼선1리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북로170번길 7,37.79421054,126.2675279,강화군
삼선2리(곡암) 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북로 222,37.79594714,126.2615302,강화군
삼선2리(선암) 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북로200번길 59,37.80014154,126.2618277,강화군
인사리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북로 422,37.81219217,126.2603943,강화군
인사리(인현) 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북로 471,37.81432141,126.2652967,강화군
지석리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북1길 214,37.80933561,126.2462167,강화군
무학리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동북2길256번길 5-8,37.79394336,126.2316783,강화군
난정1리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로340번길 97,37.77489081,126.2344233,강화군
난정2리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로378번길 22-1,37.77057455,126.24091,강화군
난정2리(월정) 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로378번길 64,37.77041583,126.236717,강화군
서한리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로412번길 250,37.76492105,126.219169,강화군
동산리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로 502,37.76058545,126.2358425,강화군
양갑리 경로당,노인여가복지시설,인천광역시 강화군 교동면 교동서로 264,37.77394567,126.2514956,강화군
석모1리(창동촌) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산북로 418,37.70253694,126.3264131,강화군
석모2리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산북로473번길 30-10,37.70455272,126.3188326,강화군
석모3리(장암) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로1162번길 17,37.70383419,126.3022361,강화군
석모3리(항포) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로1161번길 56-1,37.70523739,126.2948696,강화군
상1리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 상리길 190,37.73462046,126.3100409,강화군
상2리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 상리길 141,37.73240475,126.3054237,강화군
하리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산북로 788,37.72458097,126.2964624,강화군
석포리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로 111,37.68479092,126.3645817,강화군
매음1리(큰말) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로 466-16,37.66812572,126.3487636,강화군
매음1리(인천) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산동로 326-11,37.66649655,126.3610458,강화군
매음2리(사하동) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로 825,37.68523758,126.3167776,강화군
매음2리(해명) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 삼산남로604번길 6-37,37.67496219,126.3386203,강화군
매음3리(어류정) 경로당,노인여가복지시설,인천광역시 강화군 삼산면 어류정길 176,37.65473868,126.3384606,강화군
서검리 경로당,노인여가복지시설,인천광역시 강화군 삼산면 서검길 158,37.71934642,126.2336532,강화군
