,식당명,행정구역,도로명 주소,lat,lon,식당 설명,영업 시간,top_category,sub_category
517,철원양평해장국전문,부평구,인천 부평구 청농로 2,37.5224518,126.6910342,,05:30~22:00<br>/브레이크 타임 없음,한식,탕
518,청관 (淸館),중구,인천 중구 차이나타운로 41-1,37.47549277,126.619726,,09:30~21:30<br>/브레이크 타임 없음,기타,기타
519,초심,남동구,인천 남동구 하촌로 63,37.45357482,126.7332565,,11:30~22:00<br>/브레이크 타임 없음,기타,기타
520,초원목오리마을,남동구,인천 남동구 청능대로595번길 35,37.40297556,126.7249207,,10:00~22:00<br>/브레이크 타임 없음,한식,고기
521,충남서산집 꽃게탕전문,강화군,인천 강화군 내가면 중앙로 1198,37.70473125,126.3919291,,10:00~19:30(라스트 오더 18:30)<br>/브레이크 타임 15:00~15:30,한식,탕
522,취홍,남동구,인천 남동구 예술로192번길 25,37.451341,126.7029484,,10:00~22:00<br>/브레이크 타임 없음,기타,기타
523,칭칭차이나 (Ching Ching China 주안점),미추홀구,인천 미추홀구 석바위로 68,37.46085744,126.6806235,,11:00~21:00<br>/브레이크 타임 없음,기타,기타
524,칭칭차이나 (Ching Ching China 송도점),연수구,인천 연수구 해돋이로 107,37.39254129,126.6476803,,11:30~21:30<br>/브레이크 타임 (평일)15:30~17:00 (주말)없음,기타,기타
525,쿠바 (THE CUBA Restaurant Pub),서구,인천 서구 크리스탈로 78,37.53204883,126.6369012,,11:30~22:00<br>/브레이크 타임 (평일)14:30~17:00 (주말)없음,기타,기타
526,타카이타이,중구,인천 중구 우현로35번길 24-3,37.47101388,126.6251126,,11:00~21:30<br>/브레이크 타임 없음,기타,기타
527,태림봉,중구,인천 중구 차이나타운로59번길 23,37.47396483,126.6194685,,11:00~22:00<br>/브레이크 타임 없음,기타,기타
528,태원,미추홀구,인천 미추홀구 매소홀로 388,37.43978679,126.6650959,,11:30~21:30<br>/브레이크 타임 15:00~17:00,기타,기타
529,계절식당,옹진군,인천 옹진군 북도면 신도로 54,37.51905284,126.43983,,매일 07:00~21:00<br>브레이크 타임 없음,기타,기타
530,공화춘,중구,인천 중구 차이나타운로 43,37.47540058,126.6195795,,10:00~21:30<br>브레이크 타임 없음,기타,기타
531,한돈 생삼겹 김치찌개,서구,인천 서구 청라커낼로 270,37.53252685,126.6449756,,11:00~22:00<br>/브레이크 타임 없음,한식,탕
532,대관령황태해장국,계양구,인천 계양구 벌말로601번길 1,37.58171689,126.7802705,,매일 09:00~21:00<br>브레이크 타임 없음,한식,탕
533,진복호 본관,강화군,인천광역시 강화군 길상면 해안남로619번길 24,37.59776148,126.4956337,"인천 강화군 길상면 선두리 선착장에 위치한 회, 꽃게찜/탕 등 해산물 요리 전문식당이다. 선주가 직접 운영하는 식당으로 제철 모둠회와 각종 활어회 등을 판매한다. 싱싱한 자연산 농어와 단호박 꽃게탕이 대표 메뉴이며, 제철 모둠회, 해산물 물회를 비롯한 코스요리까지 다양한 해산물을 종류별로 맛볼 수 있다. <KBS 2TV 생생정보>, <VJ 특공대>를 비롯해 TV 맛집 방송 관련 프로그램에 다수 소개된 횟집이다. 본관에서 약 1km 거리 길상면 해안남로 488에는 100석 규모의 신관도 있다.",일요일 ~ 목요일 11:00 ~ 20:30<br>금요일 ~ 토요일 11:00 ~ 21:00<br>평일 15:30 ~ 16:00 브레이크타임,한식,탕
534,더소야소 부평구청점,부평구,인천 부평구 주부토로145번길 47,37.50799225,126.7231411,,매일 11:00~22:00<br>브레이크 타임 없음,기타,기타
535,돈앤우숯불소금구이,부평구,인천 부평구 주부토로 33,37.4981137,126.724858,,매일 11:30~12:00<br>평일 브레이크 타임(15:00~16:00),한식,고기
536,한옹가,중구,인천 중구 남북로6번길 60,37.44419597,126.4114793,,12:00~20:00<br>/브레이크 타임: 14:00~16:00,기타,기타
537,한우마을,미추홀구,인천 미추홀구 인주대로 448,37.4505599,126.6863433,,월요일~토요일: 11:00~22:00<br>/일요일: 16:00~22:00,기타,기타
538,두메칼국수,옹진군,인천 옹진군 백령면 백령로 291,37.97132266,124.7161484,,매일 10:00~14:00<br>브레이크 타임 없음,한식,면
539,한울능이버섯오리백숙,서구,인천 서구 청라에메랄드로163번길 3-9,37.53920537,126.6557709,,10:00~22:00<br>/브레이크 타임 없음,한식,고기
540,봄베이브로이 송도,연수구,인천 연수구 센트럴로 160,37.39319598,126.6431447,,11:30~22:00<br>평일 브레이크 타임(15:00~17:00),기타,기타
541,명품관갈비,중구,인천광역시 중구 신도시남로141번길 13-5,37.49349572,126.4890761,수도권에서 드라이브하기 좋은 코스인 영종도는 섬인데도 도시적인 분위기도 낼 수 있어 국내 여행객들도 많이 찾는 곳이다. 명품관갈비는 영종도에서 외식하기 좋은 고기 요리 전문점으로 영종도 공항신도시 운서동 행정복지센터 인근에 있다. <br>대표 메뉴는 갈비탕과 양념 소갈비 정식으로 가족 단위로 식사하기 좋으며 외국 여행 후 한국에 들어와 한식 고기 요리를 찾는 사람들에게도 좋은 식당이다.,10:00 ~ 22:00,한식,고기
542,만수채뷔페 영종도하늘도시점,중구,인천광역시 중구 하늘중앙로225번길 3,37.48823366,126.558381,"결혼식 피로연 뷔페를 연상시키는 엄청난 규모의 식사 메뉴가 제공되는 뷔페식당이다. 가격이 저렴해 이 가격에 이 많은 음식을 먹을 수 있을까 걱정될 정도의 규모를 자랑한다. 하지만 음식을 남기면 환경부담금을 부과해 식사할 수 있는 만큼의 양만 덜어야 한다. 활어회와 초밥은 물론 생굴, 석화를 비롯한 싱싱한 해산물 잔치를 이루는 곳이다. 바비큐 요리를 포함한 중식, 이탈리안 음식까지 음식 백화점에서 원하는 기호대로 마음껏 먹어 볼 수 있는 곳이다.",11:00 ~ 21:00 (15:00~17:00 브레이크타임),중식,면
543,모녀떡볶이 부평남부역점,부평구,인천광역시 부평구 광장로 16 부평민자역사,37.49024189,126.7227659,"모녀떡볶이는 인천 부평동에 위치한 오래된 떡볶이집이다. 인천 1호선 부평역 2번 출구 바로 옆, 대형마트 주차장 건물 1층에 있다. 모녀 떡볶이의 홀 내부는 협소해 자리가 날 때까지 기다려야 하는 경우도 있다. 주메뉴는 떡볶이고 떡볶이 위에 파채가 함께 나오고 사이드 메뉴로는 순대, 튀김만두, 김말이, 어묵이 저렴한 가격에 판매되고 있다. 식사 후에 쇼핑이나 카페를 찾는다면 문화의 거리, 부평지하상가, 평리 단결이 도보로 가까운 거리에 있어서 연계 관광이 가능하다.<br>※ 반려동물 동반 불가",11:00~22:30,기타,분식
544,안스베이커리 송도점,연수구,인천광역시 연수구 센트럴로 160 송도센트럴파크푸르지오,37.39238242,126.643737,"안스베이커리 송도점은 인천광역시 연수구 송도동에 있는 베이커리 카페이다. 인천 1호선 인천대입구역 4번 출구 센트럴파크 옆에 위치해 있다. 건강한 빵을 만드는 대한민국 제과 명장의 집으로 아침부터 이웃 주민들이 빵을 사기 위해 몰리기도 한다. 참고로 가장 인기 좋은 빵은 1위 소금 빵, 2위 명란 바게트, 3위 몽블랑이다<br>매장이 넓고 깨끗하며 빵 종류가 너무 많아 마치 빵 뷔페에 온 것 같은 착각이 든다<br>아기자기한 소품이 많아 사진찍기 좋고 창가나 테라스에 앉으면 주변의 높은 빌딩과 공원 풍경을 마음껏 누릴 수 있다<br>카페 방문 후 센트럴파크를 산책하며 밤 풍경을 즐기기에도 좋다. <br>※ 반려동물 동반 불가",08:00~23:00,디저트,카페/빵
545,고양이역 카페,옹진군,인천광역시 옹진군 영흥로251번길 25-75,37.25504559,126.485719,"고양이역 카페는 인천광역시 옹진군 영흥로에 있는 고양이 카페로 전국에 단 하나뿐인 고양이 기차로 유명한 곳이다. 무인 발권 시스템을 이용해 입장하면 두 시간 동안 머물 수 있으며 센과 치히로에 등장하는 기차를 옮겨 놓은 것처럼 꾸며 놓았다. 반려묘 동반 카페라기보다 버려지거나 장애가 있는 아이들이 살아가는 아픈 보호소 형태로 고양이들과 놀아주고 간식을 주면서 고양이를 체험할 수 있는 시스템이다. 고양이들을 위한 시설도 잘되어 있고 고양이 간식도 저렴하며 고양이들과 사진 찍을 포인트도 많다. 단, 비가 오거나 눈이 올 경우 고양이들을 위해 영업을 하지 않는다. 고양이를 직접 체험할 수 있어 타 지역에서도 연인이나 가족 단위로 많이 찾는 곳으로 고양이를 부탁해, 동물농장 등 국내 여러 방송에도 소개된 바 있다.<br>※ 반려동물 동반 가능",10:00~18:00,디저트,카페/빵
546,화양계곡민물매운탕,미추홀구,인천광역시 미추홀구 장천로 5-8,37.45906081,126.64526,화양계곡 민물매운탕은 인천 숭의동에 위치한 가게로 식당보다는 노포의 분위기가 물씬 풍기는 곳이다. 민물 매운탕 전문점이지만 어탕국수가 대표메뉴일 만큼 진하고 중독성 있는 맛이다. 기본 찬부터 미꾸라지 튀김까지 어느 하나 손색없는 맛과 정성으로 한번 찾은 고객은 단골이 된다고 한다.,10:00~21:00,한식,면
547,바람의마을,옹진군,인천광역시 옹진군 선재로 63,37.23455154,126.5312654,"바람의 마을은 해물 요리 전문점으로 인천광역시 옹진군 선재대교 건너 해변 가까이 있다. 옹진의 7味 음식점으로 지정된 곳으로 생물 수족관이 있어 항상 재료가 싱싱하다. 대표 메뉴는 바지락 칼국수와 산낙지 철판볶음이지만 전복이나 주꾸미도 맛볼 수 있다. 시골 인심답게 양이 푸짐하고 밑반찬이 깔끔하며 해물파전은 칼국수나 철판구이를 먹으면서도 함께 맛봐야 하는 사이드 메뉴로 해물이 푸짐해서 식감이 좋다. ‘바람의 마을’은 멀리서도 찾을 수 있는 선재도 빨간 풍차로 유명하다.<br>※ 반려동물 동반 가능 (단, 반려견용 가방이나 케이지에 넣어야 함)",09:30~20:30<br>라스트오더 19:30,한식,면
548,문화반점,동구,인천광역시 동구 금곡로 31,37.47324516,126.639024,문화 반점은 인천광역시 동구 송림동 배다리 성냥박물관 인근에 있는 중식당이다. 대중교통을 이용할 경우 1호선 경인선 도원역 2번 출구와 가장 가깝다. 60년 전통을 자랑하는 중국음식 전문점으로 대표 메뉴는 깔끔하고 담백한 맛이 일품인 백짬뽕이지만 간짜장과 볶음밥도 소문난 메뉴 중 하나다. 요리를 주문하면 군만두가 서비스로 나온다. 단체룸이 있어 가족모임이나 회식을 할 수 있다. 포토존이 많은 동화마을이 가까이 있어 연계 관광도 가능하다.<br>※ 반려동물 동반 불가,11:00~20:00<br>평일 브레이크타임 16:00~17:00<br>※ 주말 및 공휴일 브레이크타임 없이 운영,중식,면
549,사리원,동구,인천광역시 동구 수문통로 62,37.48086367,126.6361463,"사리원은 동인천역 4번 출구에서 10분 정도 걸으면 나오는 냉면 전문점이다. 2002년부터 현재까지 20년 넘게 운영 중인 음식점으로, 식사 시간에는 번호표를 받고 대기할 정도로 인기가 많은 맛집이다. 사리원의 대표 메뉴는 물냉면과 비빔냉면인데 면은 고구마전분으로 직접 만들고, 만두도 직접 빚어 판매하고 있다. 주차는 식당 주변 공용주차장을 이용해야 한다.",11:00~20:30,한식,면
550,희라이크(희래객),서구,인천 서구 청라한내로 90,37.5333719,126.6279292,인천 차이나타운에서 오랫동안 사랑받았던 탕수육 맛집으로 지금은 청라로 가게를 이전하였다. 이곳의 대표 메뉴인 탕수육은 자극적인 향과 달리 소스는 달콤하고 식감은 바삭해서 남녀노소 누구나 입맛에 꼭 맞는다. 두툼한 고기도 씹을수록 고소한 육즙이 입안에 감돈다. 또 하나의 시그니처 메뉴인 크림짬뽕은 다양한 채소와 해산물을 담백하면서도 매콤한 크림소스로 끓여내 느끼하지 않고 중독성 있는 별미로 꼽힌다. 다른 중식당에서는 맛볼 수 없는 이색 메뉴 덕분에 각종 방송은 물론 SNS에서도 큰 인기를 누리고 있다.,10:00~21:30,중식,면
551,천미숯불장어구이,강화군,인천광역시 강화군 해안남로 45,37.62350358,126.5329545,"천미장어구 이는 강화도에서 유명한 갯벌장어를 주메뉴로 하고 있다. 장어가 나오기 전 장어와 함께 곁들일 밑반찬들이 나오는데, 이 반찬들은 사장님이 직접 키우시는 무공해 농산물을 직접 손질해서 만든 것이다. 장어는 초벌 해서 나오고, 사장님이 자리에서 직접 맛있게 구워주신다. 장어가 두껍고 탱글탱글하며, 씹을수록 고소한 맛과 담백한 맛이 일품이다.",10:00~24:00,한식,장어
552,청라왕아구,서구,인천광역시 서구 청라라임로16번길 7,37.52911393,126.6539656,"아구찜과 해물탕이 유명한 식당으로 기본 반찬으로 간장게장도 맛볼 수 있다. 음식의 매운맛을 조절 가능하며, 필요에 따라 볶음밥, 우동 사리, 라면 사리를 추가하여 즐길 수 있다.",11:00 ~ 21:50,한식,밥류
553,사리원냉면 1999,서구,인천광역시 서구 청라커낼로329번길 11,37.53792105,126.6433357,"사리원냉면1999는 청라국제도시 3단지 청람중학교 옆에 있는 냉면 맛집이다. 처음 먹는 사람이라면 자칫 맛이 없다고 느낄 수 있을 만큼 육수 맛이 심심한데, 원래 심심한 육수 맛으로 이름난 냉면집이다. 1999년 4월 용현동 반지하에서 박광남 대표의 독자적인 메뉴개발과 탁월한 손맛으로 시작된 음식점으로 면은 100% 고구마전분으로 손반죽하여 만든 면이다. 굉장히 쫄깃하고 육수는 차돌양지를 푹 고아서 만든 진하고 깔끔한 육수다. 호수공원이 멀지 않아 식사 전후 함께 둘러보기 좋다.",- 11:00~20:00<br>- 준비 시간 15:30~16:30<br>- 마지막 주문 19:30,한식,면
554,동춘사골순대국 동춘점,연수구,인천광역시 연수구 동곡재로49번길 8,37.41386652,126.6716755,동춘 사골 순대국 동춘점은 인천광역시 연수구 동춘동에 있는 순대 전문점이다.  수인 분당선 연수역 4번 출구와도 가깝다. 인천의 명물로 소문난 동춘 사골 순댓국은 순대뿐 아니라 고기와 돼지 부속이 많아 양이 항상 푸짐하다. 순댓국과 함께 순대곱창볶음과 동춘 정식이 대표 메뉴인데 특히 동춘 정식은 다양한 순대를 한 그릇에 올려 맛볼 수 있다. 단체석이 있어 청량산을 찾는 등산객들이 자주 찾는 곳이다.,09:00~21:00 (마지막 주문 20:00),한식,고기
555,수피아,계양구,인천광역시 계양구 정서진로 1247 귤현프라자,37.57296037,126.740837,"수피아는 공항철도, 인천지하철 1호선 계양역 1번 출구 귤현나루 인근 경인아라뱃길귤현프라자에 있다. 매장이 있는 상가에 주차장이 있어 자동차로 방문 시 편리하다. 계양역이 가까워 대중교통 연계도 잘 되어 있다. 이곳은 경인아라뱃길에 있는 테라스 형 카페이다. 카페테라스에서 갓 구운 크로플과 정서진의 노을 감상할 수 있는 일명 크로플 노을 맛집이다. 내부는 실내 곳곳에 아기자기한 소품과 대형 화분으로 꾸며져 있어 힐링의 공간으로도 좋다. 대표 메뉴는 크로플이다. 카페 인근에 두리생태공원오토캠핑장, 경인아라뱃길수향원, 골프장 등이 있어 연계 관광을 할 수 있다.",10:00~22:00 (라스트오더 21:30),디저트,카페/빵
556,함경꿩만두 칼국수 함경 닭도리,부평구,인천 부평구 백범로468번길 32,37.46998687,126.7003908,,12:00~23:00<br>/브레이크 타임 없음,한식,기타
557,함흥관,부평구,인천 부평구 마장로 10,37.47976225,126.7105817,,9:00~22:00<br>/브레이크 타임 없음,기타,기타
558,부일식당,부평구,인천 부평구 경원대로 1270,37.48963804,126.7104936,,매일 10:00~22:30<br>평일 브레이크 타임(15:30~17:00),기타,기타
559,삿뽀로 부평점,부평구,인천 부평구 길주로 643,37.50722106,126.7341955,,매일 11:30~22:00<br>평일 브레이크타임: 15:00~17:00,기타,기타
560,항아리칼국수보쌈,남동구,인천 남동구 구월로 247,37.45624424,126.7180412,,11:00~22:00<br>/브레이크 타임 없음,한식,면
561,소장군부평점,부평구,인천 부평구 시장로12번길 8,37.49183312,126.7248435,,11:30~01:30<br>브레이크 타임 없음,기타,기타
562,향이랑,부평구,인천 부평구 부흥로 264,37.49832885,126.7210517,,매일 11:00~24:00<br>/브레이크 타임 15:30~16:30,기타,기타
563,송도 주막,연수구,인천 연수구 청량로79번길 36,37.41385993,126.6574777,,09:30~22:00<br>브레이크 타임 없음,기타,기타
564,우리콩 우리쌀 현미순두부,부평구,인천 부평구 마장로 265,37.50168391,126.7026183,,매일 11:00~22:00<br>/브레이크 타임 없음,기타,기타
565,송도국제경양식,연수구,인천 연수구 센트럴로 194,37.39378627,126.6418742,,11:30~21:00<br>브레이크 타임 15:00~17:00,한식,탕
566,송도명품삼계탕,연수구,인천 연수구 송도미래로 9,37.37032328,126.6463097,,11:00~22:00<br>브레이크 타임 없음,한식,탕
567,화레무 인천논현점,남동구,인천 남동구 논고개로 77,37.39843761,126.7262539,,매일 17:00~23:00<br>일요일 17:00~22:00<br>/브레이크 타임 없음,기타,기타
568,화원,강화군,인천 강화군 강화읍 화성길50번길 43,37.73490489,126.4742958,,"평일 11:30~22:00<br>/평일 브레이크 타임 14:30~17:30<br>/주말, 공휴일 11:30~22:00<br>(주문마감: 21:00)",기타,기타
569,송미옥,동구,인천 동구 화도진로5번길 11,37.4734285,126.6359821,,11:00~21:00<br>브레이크 타임 14:00~16:00,기타,기타
570,송원식당,남동구,인천 남동구 문화서로4번길 61-14,37.44512888,126.6985677,,10:30~22:30<br>브레이크 타임 없음,기타,기타
571,수림공원,남동구,인천 남동구 주안로 269,37.46365864,126.6997506,,11:30~22:00<br>브레이크 타임 없음,기타,기타
572,순덕숯불갈비,옹진군,인천 옹진군 연평면 연평로312번길 28-3,37.67200847,125.7121235,,09:00~20:00<br>브레이크 타임 없음,한식,고기
573,쉐프의 부엌,강화군,인천 강화군 강화읍 동문안길 9-1,37.74729309,126.4860235,,10:00~21:00(주문마감: 20:50)<br>브레이크 타임 없음,기타,기타
574,스쿨푸드(SCHOOL FOOD) 인천공항점,중구,인천 중구 공항로 272,37.45835071,126.4276993,,05:30~22:00<br>브레이크 타임 없음,기타,기타
575,시골메밀칼국수,옹진군,인천 옹진군 백령면 백령로978번길 8-15,37.95109887,124.653044,,10:30~15:00<br>브레이크 타임 없음,한식,면
576,신가네숯불갈비,미추홀구,인천 미추홀구 석정로202번길 12-11,37.4671443,126.6575487,,11:00~23:00<br>브레이크 타임 없음,한식,고기
577,신교령사골순대국,계양구,인천 계양구 벌말로 608,37.58230206,126.7812242,,00:00~24:00<br>브레이크 타임 없음,기타,분식
578,신두리,남동구,인천 남동구 백범로 256,37.4610436,126.7210206,,10:00~22:00<br>브레이크 타임 없음,기타,기타
579,신선화로 숭의점,미추홀구,인천 미추홀구 경인로 6,37.46255299,126.6441745,,10:00~22:00<br>브레이크 타임 15:00~16:00,기타,기타
580,신성복집,중구,인천 중구 인중로63번길 41,37.46261762,126.6351142,,10:00~15:00<br>브레이크 타임 없음,기타,기타
581,신포 화로구이,중구,인천 중구 신포로27번길 16,37.47198118,126.6245385,,11:30~00:00<br>브레이크 타임 없음,한식,고기
582,썬바위박촌칼국수,계양구,인천 계양구 서부간선로 272,37.55470407,126.7493169,,11:00~21:00<br>브레이크 타임 없음,한식,면
583,씨제이푸드빌(주)빕스예술회관역점,남동구,인천 남동구 인주대로 556,37.44986858,126.6985055,,10:30~22:00<br>브레이크 타임,일식,생선
584,아라베스크 송도점,연수구,인천 연수구 능허대로267번길 30,37.41343949,126.6553295,,11:00~22:00(라스트 오더 21:40)<br>브레이크 타임 없음,기타,기타
585,아리아리랑,연수구,인천 연수구 솔밭로 5,37.41462494,126.6531991,,11:30~22:00(라스트 오더 20:30)<br>브레이크 타임 14:30~15:30,기타,기타
586,안동찜닭,미추홀구,인천 미추홀구 주안중로 50,37.46282478,126.6829601,,11:00~23:00<br>브레이크 타임 없음,기타,기타
587,알라딘케밥,연수구,인천 연수구 능허대로 187,37.41868187,126.6498731,,10:30~22:00<br>브레이크 타임 없음,기타,기타
588,왕자정묵밥,강화군,인천광역시 강화군 강화읍 북문길 55,37.75173778,126.4841138,"고려궁지 입구에서 100m쯤에 있는 왕자정 묵밥은 건강에 좋은 메뉴들을 내놓는 집이다. 묵이나 콩으로 만든 기름기 없는 담백한 음식들이라 부담 없이 먹을 수 있어서 점심시간이나 주말에는 사람들이 꽉 찰 정도로 붐빈다. 도토리묵은 도토리를 직접 갈아서 가마솥에다 그날 사용할 분량의 묵을 직접 쑤어 낸다. 묵밥을 주문하면 길쭉하게 자른 묵과 채 썬 오이, 다진 김치와 김가루, 깨가 얹혀 나오고 주전자에 담긴 멸치 육수가 따로 나온다. 이 묵사발에 시원한 육수를 자작하게 부어주는데 너무 많이 부어도, 너무 적게 부어도 그 맛이 안 난다. 그다음에 밥을 한 공기 넣어서 비벼 먹는다. 왕자정 묵밥은 쫀득쫀득하고 부드러운 묵과 시원한 육수가 특징이다. 기름기가 약간 도는 묵전은 묵밥에서 맛보지 못한 쫄깃한 식감을 즐길 수 있는데 술안주로 인기다. 상 위에 오르는 반찬들도 직접 농사지은 재료를 이용한 것이다. 그날그날 아침에 만들어 고소한 검은콩으로 만든 콩비지찌개도 고소하다.",10:00~22:00 (라스트오더 21:00),한식,탕
589,구수옥설렁탕,서구,인천광역시 서구 중봉대로586번길 9-23,37.53273848,126.6524767,"구수옥설렁탕 청라점은 청라국제도시 청라1동행정복지센터 인근에 있는 설렁탕 맛집이다. 구수옥설렁탕은 청라의 신도시 탄생과 같이한 맛집이다. 2014년부터 영업을 시작해 현재는 단골이 대부분이다. 구수옥이라는 어감이 맛을 대표한다. 설렁탕 국물이 진하고, 깍두기도 맛있다. 사이드 메뉴로 만두를 판매한다. 농림축산식품부에서 안심식당으로 인정받아 믿을 수 있다. 청라호수공원과 가까워 함께 둘러보기 좋다.<br>※ 반려동물 동반 불가",00:00~24:00,한식,탕
590,쉐프버튼,연수구,"인천광역시 연수구  인천타워대로 (257, 아트포레)",37.39385706,126.6332379,"셰프버튼은 주방장이 호주에서 요리하고 공부하며 느꼈던 식문화의 감동을 인천 송도에서 공유하고자 최대한의 느낌 그대로 재연한 브런치 가게이다. 맛있는 음식들과 훌륭한 커피, 그리고 멋진 테라스에서 바라보는 센트럴파크는 최고의 선물이다.",09:00 ~ 18:00,디저트,카페/빵
591,정광수의돈까스가게,강화군,인천광역시 강화군 길상면 선두리,37.60115267,126.4906118,"서울 망원역에서 인천 강화도로 이전한 정광수의 돈가스 가게는 경양식 돈가스 전문점이다. 식사 전에 애피타이저로 크림수프와 샐러드가 제공된다. 메인메뉴인 돈가스는 굵은 빵가루를 사용하여 풍성하고 바삭하게 튀겨낸 튀김옷을 입고 있다. 두툼한 돈가스는 질기지 않고 촉촉한 식감이며, 각종 채소들이 들어간 수제 소스가 돈가스의 느끼함을 잡아주면서 담백한 맛이 두 배가 된다. 저렴한 가격으로 푸짐한 양의 돈가스를 먹고 싶다면 방문해 보는 것도 좋다.",11:30~16:00<br>라스트오더 15:30,일식,고기
592,초심,남동구,인천광역시 남동구 하촌로 63,37.45356856,126.733241,"1994년 인천 만수동에 문을 연 돼지등갈비 숯불구이 전문점이다. 돼지 한 마리에서 9대 밖에 나오지 않고, 살이 두툼하게 붙어 있어 더욱 좋은 초심등갈비 메뉴가 인기메뉴이다. 초벌구이된 고기를 상 위에서 참숯으로 마저 익혀먹으면 된다. 등갈비 메뉴외에도 신선하고 품질 좋은 고기를 엄선하여 제공하는 소고기 특수부위 메뉴도 인기가 좋다.",11:30~22:00,한식,고기
593,진시황감자탕,연수구,인천광역시 연수구 청능대로113번길 37,37.41400551,126.6779471,"진시황감자탕은 인천광역시 연수구 연수동에 위치한 인기 있는 감자탕 전문점이다. 이곳은 깊고 진한 국물 맛과 부드러운 고기로 유명하다. 진시황감자탕은 신선한 재료를 사용하여 정성스럽게 끓인 국물이 특징이다. 특히, 돼지 등뼈를 푹 끓여낸 국물은 진하고 고소한 맛이 일품이다. 또한, 푸짐한 양과 함께 제공되는 감자와 다양한 부재료들이 맛의 풍미를 더한다. 깔끔한 분위기와 친절한 서비스로 지역 주민들뿐만 아니라 방문객들에게도 사랑받는 맛집이다. 진시황감자탕은 전통적인 맛을 고수하면서도 현대적인 감각을 더해, 누구나 만족할 수 있는 맛을 자랑한다.","화요일~토요일 상시 영업<br>- 평일 준비 시간 08:00~10:00<br>- 주말 준비 시간 08:00~10:00, 14:00~16:30",한식,탕
594,에이치 123(h' 123),연수구,인천광역시 연수구 송도국제대로 123,37.38168113,126.6579304,"송도에서 르꼬르동 출신 셰프의 브런치, 송도의 메카 송도 현대프리미엄아울렛에 입점한 h'' 123은 르꼬르동 출신 김형석 셰프의 노하우로 뛰어난 맛과 멋을 자랑하는 프렌치 이탈리안 레스토랑이다. 낭만이 넘치는 가든테라스에서 이탈리아 브런치를 즐기며 여유로운 일상을 누리는 All Day Dining 레스토랑인 에이치 123의 시그니처 메뉴는 h'' 123 스페셜 샐러드 피자이다. 계절 샐러드, 모차렐라, 프로스팅 크림치즈, 레몬 드레싱, 그라나파다노 치즈가 어우러져 서로의 맛을 더욱 끌어올린다.",10:30~21:00 (주문 마감 20:30),양식,피자
595,원흥가든,옹진군,인천 옹진군 영흥면 영흥남로 412,37.25051414,126.4583025,,10:00~21:00<br>브레이크타임 없음,한식,고기
596,통돼지김치찌개&생삼겹전문 월수금,동구,인천 동구 송미로 11-14,37.48187119,126.6471201,,11:30~21:30<br>브레이크타임 15:00~16:30,한식,탕
597,체나콜로(CENACOLO),중구,인천 중구 신포로15번길 69,37.47227212,126.6209582,,11:00~22:00 (주문마감: (평일)21:00 (주말)20:30)<br>브레이크 타임 15:00~17:00,기타,기타
598,콩사랑 콩깍지,옹진군,인천 옹진군 백령면 백령로316번길 109-7,37.97626191,124.7157607,,08:30~20:00<br>브레이크 타임 14:00~16:30,기타,기타
599,키누카누,부평구,인천 부평구 대정로 66,37.49357272,126.726677,,11:30~22:00<br>브레이크 타임 없음,기타,기타
600,파운드바베큐(PWNED),서구,인천 서구 원적로 1,37.4871556,126.6796367,,평일 13:00~22:00 (주문마감 21:30)<br>주말 12:30~21:30 (주문마감 21:00)<br>브레이크 타임 없음,기타,기타
601,긴로‘s 라멘&수제돈까스 푸드와,계양구,인천 계양구 계산로 136,37.53705951,126.7273302,,11:00~21:00<br>브레이크 타임 없음,일식,고기
602,풍천민물장어직판장,동구,인천 동구 화도진로 9-1,37.47400977,126.6358755,,06:00~22:00<br>브레이크 타임 13:00~17:00<br>(브레이크 타임 시 포장 주문만 가능),한식,장어
603,황가복,부평구,인천 부평구 마장로 245,37.49997652,126.7024432,,매일 10:30~22:00<br>/평일 브레이크 타임 16:00~17:00,기타,기타
604,황금곱창,계양구,인천 계양구 아나지로 185,37.52550609,126.7124343,,17:00~23:30<br>/브레이크 타임 없음,기타,기타
605,황산샤브샤브,중구,인천 중구 흰바위로59번길 8,37.49226074,126.4924119,,11:00~22:30<br>/브레이크 타임 없음,기타,기타
606,황해냉면,남동구,인천 남동구 장승남로47번길 33,37.44502633,126.7372966,,10:00~22:00<br>/브레이크 타임,한식,면
607,누구나홀딱반한닭 동인천점,중구,인천 중구 우현로87번길 16,37.47504688,126.6299184,,매일 16:00~01:00<br>/브레이크 타임 없음,기타,기타
608,달큰철판 두루치기,중구,인천 중구 우현로87번길 5,37.4747066,126.6303008,,매일 11:30~01:00 <br>/브레이크 타임 없음,기타,기타
609,명가낙지촌,남동구,인천 남동구 인주대로591번길 32,37.45161551,126.7029729,,10:00~22:00<br>/평일 브레이크 타임 15:00~17:00,기타,기타
610,명가한방삼계탕,부평구,인천 부평구 부평대로17번길 21,37.49278256,126.7215927,,09:00~22:00<br>/브레이크 타임 없음,한식,탕
611,명동보리밥본점,남동구,인천 남동구 예술로 220,37.45355884,126.7019474,,매일 10:00~22:00<br>/브레이크 타임 없음,기타,기타
612,명태어장,미추홀구,인천 미추홀구 경원대로864번길 10,37.45956503,126.6902005,,매일 11:00~23:00<br>/브레이크 타임 없음,기타,기타
