,식당명,행정구역,도로명 주소,lat,lon,식당 설명,영업 시간,top_category,sub_category
0,편가네된장,강화군,인천광역시 강화군 화도면 가능포로89번길 11,37.64067737,126.4193839,강화 맛집. 편가네 된장. 4대째 내려오는 전통방식 그대로국내산 재료를 엄선해 화학첨가물 없이 손수 만드는 전통 보리 된장과 짜지 않고 깊은 맛을 내는 간장게장은 맛이 일품이다.,"평일 10:00-20:00 / 주말,공휴일 09:00-20:00",한식,밥류
1,카페힐로 서창,남동구,인천광역시 남동구 서창남로 69,37.42534711,126.7486904,"홈메이드 브런치 카페힐로는 주문과 동시에 신선하고 건강한 재료로 조리되어 제공되며, 직접 로스팅한 10일 이내의 원두 만을 사용한다.",09:00-20:00,디저트,카페/빵
2,장흥숯불장어,강화군,인천광역시 강화군 길상면 장흥로 11-8,37.61182413,126.5184229,장흥숯불장어는 30년의 전통과 따라올 수 없는 맛으로 많은 고객층을 확보하고 있는 집이다. <br>,11:00 ~ 22:00,한식,장어
3,바다앞농장,중구,인천광역시 중구 은하수로 10,37.49212806,126.5812705,바다 앞에 자리한 작은 농장 카페이다. 직접 고른 원두로 로스팅한 특별한 커피와 매일 직접 구운 디저트를 <br>아름다운 바다 풍경과 함께 즐길 수 있다. <br>,매일 10:00 - 21:00<br />,디저트,카페/빵
4,달다1078,부평구,인천광역시 부평구 경인로 1078,37.48628153,126.739534,"커피나 차(茶), 음료 및 디저트류와 함께 간단한 식사가 가능한 달다(daldha) 음식점이다.",10:00 ~ 22:00,디저트,카페/빵
5,동막돌솥촌,강화군,인천광역시 강화군 화도면 해안남로 1632,37.59636904,126.4421969,"동막해수욕장으로 가는 해안도로 옆에 위치한 동막돌솥촌 식당은 주황색 벽돌로 지어진 2층 주택의 외관을 가지고 있고, 식당 내부는 묵직한 원목 나무 탁자가 놓여 있다. 대추, 밤, 인삼, 은행 등이 골고루 담겨진 돌솥한정식은 열 서너 가지 밑반찬과 함께 제공된다.<br>",10:00 ~ 22:00 (전화문의),한식,밥류
6,아이케이라이트하우스(일광전구라이트하우스),중구,인천광역시 중구 참외전로174번길 8-1,37.47217577,126.6350772,"일광전구에서 운영하는 카페로 인천 개항로에 자리한다. 카페 건물은 원래 산부인과 건물이었다. 라이트하우스 간판 뒤로 원래 이름인 한산부인과 간판이 그대로 남아 있다. 폐업 후 10년 동안 방치되었던 건물과 사택, 감나무가 멋스러운 정원은 고스란히 감각적인 카페로 변신했다. 수술실 조명이나 입원실 문, 세월의 흔적이 고스란히 느껴지는 계단 등 곳곳에 옛 병원의 흔적들이 남아 있어 이를 찾아보는 재미도 쏠쏠하다. 1층에는 일광전구에서 사용했던 백열전구 만드는 기계를 전시해 두었다. 실제로 작동되는 기계라 더욱 특별한 볼거리를 제공한다. 기계 외에도 일광전구에서 생산되는 다양한 디자인의 조명을 감각적으로 설치해 오래된 건물임에도 빈티지한 매력과 화사한 분위기를 함께 즐길 수 있다.",11:00~21:00 (라스트오더 20:30),디저트,카페/빵
7,송도우리갈비,연수구,인천광역시 연수구 능허대로 208,37.41734352,126.6499718,"송도우리갈비는 인천 연수구 옥련동에 있다. 지역 주민들에게 가성비 소고기 음식점으로 유명한 이곳은 식당 바로 앞 대형 주차장이 마련되어 있어서 가족 모임, 회식 장소로도 적합하다. 음식점의 내부는 4인석 입식 테이블로 마련되어 있다. 이곳의 대표 메뉴는 소갈비살 1kg, 돼지갈비 1kg다. 밑반찬은 샐러드, 배추김치 등 6가지의 밑반찬이 제공된다. 그 외 메뉴는 生모듬, 양념모듬, 소부채살, 양념소갈비살, 양념소부채살, 수제돼지갈비, 돼지갈비, 소불고기전골, 소고기 대왕갈비탕, 소갈비살 정식 등 다양한 메뉴가 준비되어 있다. 내부에는 셀프 바가 마련되어 있어 추가 반찬을 셀프 바에서 자유롭게 이용할 수 있다. 식당 인근에는 골프장, 인천시립박물관, 인천상륙작전기념관 등 다양한 관광지가 있어 연계 관광을 즐길 수 있다.<br>※반려동물 동반 불가",매일 10:00~23:00,한식,고기
8,카츠오모이 청라점,서구,인천광역시 서구 청라커낼로 270,37.5325717,126.6449913,"카츠오모이 청라점은 국내산 쌀과 돼지고기를 사용하는 일본식 돈가스 전문점이다. 대표 메뉴인 등심+안심 돈가스는 씹을 때 육즙이 나오는 게 특징이며 소금, 후추, 유자 드레싱, 흑임자 드레싱 등 다양한 소스를 제공해 주어 돈가스의 느끼함을 줄여준다. 식당 좌석이 바 형식으로 되어 있으며 맞은편으로 오픈된 주방을 통해 음식이 조리되어 나오는 과정을 직접 볼 수 있다. 재료 소진 시 조기 마감되며 월요일은 휴무이다. 청라 2동 주민센터 맞은편 건물의 뒤편에 있다.",11:00~20:00 (라스트오더 19:30),한식,고기
9,꽃피는산골,남동구,인천광역시 남동구 수골로 34,37.410826,126.7165159,"인천시 남동구 논현동 한적한 곳에 위치한 꽃피는 산골은 비닐하우스를 개조한 식당으로 가성비 좋은 푸짐한 한정식 상차림을 제공한다. 벽에 걸린 민속 소품들과 차곡차곡 쌓인 장작들이 산골에 온 것 같은 느낌을 준다. 산골 정식은 오전 11시 30분부터 오후 3시까지 이용 가능한 점심 메뉴임에도 불구하고 대표 메뉴이다. 산골 정식은 돼지 직화 불고기, 낙지볶음, 도토리묵무침, 도토리전과 10여 가지의 제철 반찬이 곁들여지는 상차림이다. 그 외 도깨비살, 갈매기살, 꽃등심도 있다. 식사를 마치고 난 뒤 식당 주변에 조성된 울창한 숲길을 따라 산책을 하는 것도 추천할 만하다.",11:30~22:00,한식,밥류
10,빠레뜨한남 송도센트럴파크점,연수구,인천광역시 연수구 센트럴로 160 송도센트럴파크푸르지오,37.39238242,126.643737,"빠레뜨한남 송도센트럴파크점은 인천 1호선 인천대입구역 4번 출구 송도센트럴파크 옆 컨벤시아대로 송도국제업무단지 인근에 있다. 주차는 매장이 있는 건물 C동 주차장을 이용할 수 있다. 이곳은 데이트 장소로도 좋은 특색 있는 음식들을 맛있게 먹을 수 있는 파스타 맛집이다. 최근에는 여러 방송사 유명 프로그램에서도 소개되었다. 외관부터 내부가 전반적으로 깔끔하고 쾌적하다. 매장 분위기는 전반적으로 파스텔톤이라 산뜻하다. 파스텔톤과 초록 식물의 조합으로 매장 자체가 부드럽다. 테이블마다 메뉴판과 자리 세팅이 기본적으로 되어 있다. 메뉴에는 빠레트 파스타, 들기름 육회 파스타, 감바스 알리오 올리오가 있다. 이외 라구 볼로네제, 우삼겹 덮밥, 통다리 로제 리조또, 오야꼬동, 콥 샐러드 등이 있다. 매장 인근에 송도센트럴파크, 인천상륙작전기념관, 인천시립박물관, 골프장 등이 있어 식사 전후 연계 관광을 할 수 있다.",11:30~21:00(브레이크 타임 15:30~17:00),양식,면
11,장수가든,남동구,인천광역시 남동구 수현로14번길 13-7,37.46405098,126.750603,인천 남동구 수현마을 전통음식 맛집 거리에 있는 오리백숙 식당이다. <br>1994년부터 한 곳에서 오랫동안 운영해 온 장수 식당이다. 대표메뉴는 누룽지백숙과 능이버섯백숙이다. 2층 단독건물로 주차 시설이 있다. 식당 밖에 야외 테이블도 마련되어 있어 식후에 차를 마시며 휴식할 수 있는 공간이 있다.,11:30~21:30 (라스트오더 20:30),한식,고기
12,안동국밥&봉평메밀촌,연수구,인천광역시 연수구 아트센터대로 107,37.40100077,126.6386289,인천광역시 연수구에 위치한 한식당이다. 대표메뉴는 국밥이다. 안동 국밥은 소고기 국물 요리로 밥이 들어가 있는 음식이다.,10:00-21:00,한식,탕
13,마니산산채,강화군,인천광역시 강화군 화도면 해안남로 1182,37.61095092,126.456348,"채널A의 <먹거리 X파일>에 착한 식당으로 소개된  화도면의 맛집이다. 마니산에서 캔 몸에 좋은 산나물에 직접 담근 효소를 이용해 담근 장아찌와 수제 된장으로 끓여낸 찌개를 곁들여 먹는 산채비빔밥이 주메뉴다. MSG를 전혀 사용하지 않은 건강밥상이기 때문에 입맛에 따라 호불호가 갈리지만 ‘먹을수록 건강해지는 느낌’의 밥상이란 점은 확실하다. 고풍스러운 식당의 분위기와 잘 어울리는 이 집에서 손님들 대부분은 산채비빔밥을 기본으로 하여 상수리 가루로 만든 도토리묵무침이나 감자전을 곁들인다. 인삼막걸리와 함께 하는 안주로도 손색이 없다. 산채비빔밥을 주문하면 쥐눈이콩샐러드와 콩전이 먼저 나오고 잡곡을 섞은 밥과 함께 12가지 장아찌 반찬과 된장국이 나온다. 당귀, 오가피, 연근, 우무, 더덕, 참외, 산초, 둥굴레, 돼지감자 등을 이용한 효소 장아찌는 20여 가지로 그때그때 계절에 따라 바뀌기도 한다. 항상 마당에서 끓고 있는 개똥쑥풀차나 우엉차가 제공되고 식당 입구에서 유정란, 순무김치, 멸치가루 등도 판매하므로 믿고 구입해도 좋다.",- 주중 09:30~20:00 (브레이크타임 14:50~15:30 / 라스트오더 19:30)<br>- 주말 08:30~20:00 (브레이크타임 15:50~16:30 / 라스트오더 19:30),한식,밥류
14,한양 한옥마을점,연수구,인천광역시 연수구 테크노파크로 180,37.3909075,126.6389152,송도센트럴파크의 한옥마을에 입점한 한정식집으로 모임이나 가족 외식장소로 좋은 식당이다. 송도센트럴파크의 멋진 풍광과 더불어 한옥이 주는 특별한 매력으로 식당의 인기가 좋다. 특히 새로 지어진 한옥마을은 편의 시설을 잘 갖춘 데다 식당 내부도 한옥의 멋과 세련됨을 잘 살려 놓았다. 대표 메뉴는 한우 양념불고기 정식과 한우 생불고기 정식이다.,11:30~22:00 (주중 브레이크타임 15:00~17:00),한식,밥류
15,백합칼국수 송도점,연수구,인천광역시 연수구 센트럴로 263,37.39810936,126.6339738,"인천지역은 서해가 가까워 새우, 꽃게, 조개 요리 등이 나오는 식당들이 많다. 백합 칼국수 송도점은 큼직한 조개의 여왕이라는 백합과 함께 시원한 국물 맛을 내는 명품 칼국수를 맛볼 수 있는 곳이다. 칼국수에 산낙지 샤부샤부를 먹을 수 있고 해물파전, 양념 새우장과 간장새우장도 백합 칼국수와 함께 먹는 특선 메뉴로 인기가 좋다.",11:00~22:00 (주중 브레이크타임 15:00~16:30 / 주말 브레이크타임 16:00~17:00 / 라스트오더 21:00),한식,면
16,배터지는게장,남동구,인천광역시 남동구 수현로 27,37.4632316,126.7491421,"배터지는게장은 인천 남동구 장수동에 위치한 음식점으로 게장을 배가 터지도록 먹을 수 있다는 게장 전문점이다. 메뉴는 특수게장정식과 암게장정식으로 한상 차림 메뉴가 있으며, 게장을 추가로 더 먹을 수 있는 무한리필 메뉴가 있다. 넓은 주차장과 홀을 갖췄다.",11:00~21:30,한식,밥류
17,꽃게담다 by 블루베리팜,남동구,인천광역시 남동구 찬우물로 21 (수산동),37.43815622,126.7200732,"연평도산 꽃게만을 사용하는 간장게장 전문점이다. 인천 남동구의 향토음식전문점으로 시작해 블루베리팜 정식, 간장게장 정식, 보리굴비 정식 등이 인기를 끌고 있으며, 인천 지역 곳곳으로 지점을 확장 중이다.",,한식,밥류
18,커피상회,계양구,인천광역시 계양구 성안길 22,37.58090083,126.7251937,커피상회는 주택을 개조해서 만든 경양식집이다. 수제 양식 요리와 커피로 구성된 세트메뉴로 알차고 푸짐한 식사를 즐길 수 있다.,09:00~21:00 (라스트오더 20:00),일식,생선
19,송돗골,연수구,인천광역시 연수구 앵고개로103번길 15,37.41371074,126.6576129,"연수구 동춘동에 유리로 2층 단독 건물로 된 육개장 전문 식당이다. 널찍한 홀에 깔끔한 식당 내부를 갖췄다. 간판은 육개장 집이지만 이 집은 오리요리 전문점이다. 유황옻오리백숙이 대표 메뉴이며 오리볶음탕, 주물럭과 오리로스구이도 먹을 수 있고 토종옻닭백숙과 닭볶음탕도 있다. 얼큰한 전통육개장은 간편한 식사를 원하는 송돗골 단골들의 특선 메뉴이다.",주중 09:00~21:30<br>주말 07:30~21:30,한식,탕
20,진복호 신관,강화군,인천광역시 강화군 길상면 해안남로 488,37.5977284,126.5096407,진복호 신관은 강화도 선두 5리 어시장에 있는 생선회 전문 식당 진복호 별관이다. 본관 수용 인원이 44석인 것에 비해 신관은 100석 규모이며 신축 건물답게 넓고 깨끗하다. 선주가 직접 운영하는 식당으로 아버지는 고기를 잡고 아들이 주로 식당을 운영한다. 제철 모둠회와 각종 활어회가 싱싱하고 푸짐하며 단호박 꽃게탕이 유명하다. 아이들을 위한 키즈 영화관과 가족모임을 위한 단체석이 마련되어 있으며 2층엔 카페도 운영 중이다. KBS 2TV 생생정보통 등 다양한 TV 프로그램에 맛집으로 소개되면서 더 많이 사람들이 찾게 됐다. 넓은 주차장은 전기차 충전도 가능하다.,일요일~목요일 11:00~20:30<br>금요일~토요일 11:00~21:00,디저트,카페/빵
21,토담식당,중구,인천광역시 중구 개항로96번길 13-22,37.47174247,126.633894,"토담식당은 인천의 숨은 맛집이며 간판부터 고전적인 분위기를 풍긴다. 메뉴는 초계탕과 양구이, 토시살 등이 있는데 특히 양구이 맛집으로 유명하다. 양은 예전부터 소화가 잘되고 위에 부담이 없고 단백질이 풍부해 몸이 약한 사람이나 병후 조리식으로 많이 먹었다. 토담식당은 질 좋은 고기만으로 정직하게 장사하는 영업 방침 때문에 단골손님이 많다고 한다.",10:00~22:00,한식,고기
22,등대숯불장어,강화군,인천광역시 강화군 길상면 초지로 142,37.62843913,126.5332433,대통령 상을 받은 소문난 음식점으로 장어구이와 게장을 전문으로 한다. 초지대교 강화도 쪽 끝나는 부분 바로 옆에 위치하고 있어 초지대교가 한눈에 보이며 전망이 좋다.,09:00 ~ 21:00 (20:00 라스트오더),한식,밥류
23,대하해물탕,부평구,인천광역시 부평구 장제로91번길 24-5,37.4940971,126.7285875,"해물요리 전문점으로 일반 상차림에 나오는 찬이 새우장, 간장게장으로 꽤 괜찮은 수준이라 구미가 당긴다. 메뉴는 해물탕, 해물찜, 아귀탕 등이 있으며 그중 해물탕의 얼큰하고 칼칼한 국물 맛과 신선한 해물들로 이미 방송에도 여러 차례 소개된 바 있다. 다 먹고 난 후 먹는 볶음밥도 별미이다. 또한, 24시간 영업하여 언제 와도 부담 없이 식사할 수 있다는 장점이 있다.",00:00~24:00,한식,밥류
24,전동삼치,중구,인천광역시 중구 홍예문로68번길 29,37.47604187,126.6286055,"인천 중구에 위치한 전동삼치는 2004년 개업부터, 항상 친절한 서비스와 차별화된 맛으로 손님을 대접하는 맛집이다. 정갈한 밑반찬과 담백하고 비린내 없는 삼치구이는 술안주를 하기에도 좋다.",11:00~01:00,한식,고기
25,고려한방삼계탕,미추홀구,인천광역시 미추홀구 인주대로 404,37.45103738,126.6814236,"고려삼계탕의 한방삼계탕에는 무언가 특별한 것이 있다. 주인장의 아버지가 중앙한의원 원장이시라 한의원에서 직접 조제한 약재를 넣어 맛은 물론 건강에도 아주 좋다. 인천광역시 미추홀구 ‘맛있는 집’ 경연 대회 수상업소이며, 이미 구민들에게도 인정받은 음식점이다. 대표적으로 한방삼계탕이 가장 인기이며, 녹두삼계탕, 전기구이, 닭볶음탕도 맛볼 수 있다.",10:00~22:00 (라스트오더 21:30),한식,탕
26,고목정쌈밥,중구,인천광역시 중구 용유서로172번길 10,37.44871585,126.3889725,"인천국제공항터미널이 있는 곳 영종도 중구 을왕리 해수욕장 인근에 있는 한정식집이다. 왕산해수욕장과 을왕리, 선녀바위 해수욕장이 가까워 여름 피서객과 서해 섬 관광객들이 찾는 곳이다. 조개구이, 새우구이 등 해산물만 먹다 제육볶음에 한 상 푸짐한 밥을 먹고 싶을 때 들를 수 있는 곳이다. 제육 쌈정식과 삼겹살 정식이 메인 메뉴이며 솥밥도 나온다.",09:30~20:30 (라스트오더 19:50),한식,밥류
27,미들웨이,서구,인천광역시 서구 청라커낼로329번길 9,37.53792661,126.6436524,"인천 서구 청라지구에 위치한 미들웨이는 MBC <생방송 오늘저녁>, SBS <생방송 투데이>에 소개되어 더욱 유명해진 테이크아웃 빵집이다. 외관은 소규모의 동네 빵집 느낌으로 내부에 취식 공간이 없고 커피 등 음료는 판매하지 않는다. 잠봉뵈르 맛집으로 알려져 있으며 쑥을 넣어 만든 식빵 ‘쑥식이’가 인기 있고, 제주말차파운드, 잠봉뵈르, 바게트, 크루아상, 까눌레 등 다양한 종류의 빵이 모두 사랑받고 있다. 재고 소진 시 영업을 종료하며, 매주 월요일부터 수요일까지 휴무다.",09:30~19:00 (라스트오더 18:30),디저트,카페/빵
28,양산박삼치,중구,인천광역시 중구 홍예문로68번길 28,37.4758169,126.6286277,"1994년 개업했으며, 가게 내부는 좁은 편이지만 경험에서 나오는 노하우로 삼치 맛이 일품이다. 인테리어 소품을 주인아저씨가 직접 만들어 달아 이색적인 분위기를 풍긴다.",15:00 ~ 24:00,기타,기타
29,만정수산,중구,인천광역시 중구 영종순환로339번길 85 (중산동),37.51159179,126.5431095,"인천 중구 영종도에 위치한 대하 양식장을 겸하고 있는 대하구이 전문식당이다. 직접 양식한 새우만 제공하고 있으며, 왕새우소금구이와 새우튀김이 대표메뉴이다. 또한 새우 머리를 양념하여 튀겨낸 새우 머리 튀김이 이 집의 별미로 인기다. 식당 내부 외 야외에서 식사할 수 있는 장소와 단체석이 마련되어 있다. TV 프로그램 <맛있는 녀석들>, <생방송 투데이> 등 다수 프로그램에 방영되면서 명성을 얻었다.",8월~11월 09:00~21:00<br>※ 시즌제로 운영되 자세한 사항은 전화 문의,한식,고기
30,맘모스회센터,중구,인천광역시 중구 연안부두로33번길 17,37.4549189,126.6043833,"연안부두 회센터 식당이다. TV 프로그램에서 중식 요리사 이연복 셰프의 단골집으로 소개되면서 유명세가 더해졌다. 전복, 산낙지, 가리비, 키조개, 소라, 새우 등 서해안 해산물을 종류별로 먹을 수 있는 한 상 차림이 인기다.",11:00 ~ 22:00,중식,면
31,차이홍,연수구,인천광역시 연수구 센트럴로 123,37.3881746,126.6455452,송도 국제업무단지 지구 컨벤시아 신관에 1층에 있는 고급 중식당이다. 레스토랑을 연상시키는 세련된 인테리어에 테이블과 의자가 세팅되어 있다. 식사류는 단품 메뉴부터 코스요리까지 다양하며 대표 메뉴는 유니자장면과 북경식 탕수육이다. 다양한 메뉴를 맛볼 수 있는 코스요리도 인기가 많다. 차이홍에서 사용되는 면은 초록색 면으로 음식의 식감을 돋우어 준다.,11:20~21:30 (주중 브레이크타임 15:00~17:00)<br>라스트오더 21:00,중식,면
32,학운정,서구,인천광역시 서구 열우물로208번길 12,37.482931,126.687561,서해안 대표 음식 간장게장과 꽃게탕 전문 유명 한식집이다. 학운정(現 산나래 간장게장)은 넓은 홀과 야외 테이블도 갖춰져 있어 나들이 외식으로 좋은 식당이다. 다양한 나물과 배추된장국으로 푸짐한 비빔밥에 갈치조림을 함께 먹는 갈치조림과 산채 보리밥도 인기 메뉴이다. 시골집 분위기가 물씬 풍기는 식당의 내 외부 전경으로 식사하는 즐거움을 맛볼 수 있는 곳이다.,10:00~20:00,한식,밥류
33,짱구네,중구,인천광역시 중구 햇내로안길 18-7,37.49542624,126.4994417,을왕리 펜션 마을에 있는 낙지요리 전문 식당이다. 식당 내부 커다란 수족관에 낙지가 가득 들어 있는 싱싱한 산 낙지를 맛볼 수 있는 곳이다. 낙지요리는 낙지전골로 매운맛과 맑은 맛의 ‘빨간 거’와 ‘하얀 거’로 메뉴 이름을 만들었다. 양념장에 팽이버섯과 부추를 듬뿍 넣어 국물이 우러나오면 산 낙지를 넣고 끓인다. 전골을 다 먹고 난 후에 먹는 볶음밥도 인기다.,10:00~22:00,한식,밥류
34,일미민물장어,강화군,인천광역시 강화군 선원면 더리미길 2,37.72386375,126.512698,"인천광역시 강화군에 위치한 일미민물장어는 신선하고 품질 좋은 민물장어를 제공하는 전문 음식점이다. 이곳은 강화도의 깨끗한 자연에서 자란 민물장어를 사용하여, 고소하고 부드러운 맛을 자랑한다. 장어구이는 소금구이와 양념구이로 나뉘는데 저마다 깊은 맛을 자랑하며 미식가들의 입맛을 사로잡기 바쁘다. 이곳의 장어는 지방이 적고 단백질이 풍부하여 건강에도 좋은 음식으로 잘 알려져 있다. 장어를 먹고 난 후에 나오는 장어죽은 장어의 뼈를 갈아 넣어 만든 것으로 고소하고 소화도 잘 된다.",10:00~20:30 (마지막 주문 20:00),한식,장어
35,토담마을,강화군,인천광역시 강화군 삼산면 삼산남로 910,37.68886981,126.3089233,"토담마을은 인천 강화군 삼산면에 위치하고 있는 한식 전문점이다. 야생화를 감상할 수 있는 초가지붕 건물로 이루어져 있어 소박하고 정겨운 분위기를 느낄 수 있다. 내부는 넓진 않지만 아늑한 분위기로 좌석이 여유롭게 배치되어 있어 편안하게 식사를 즐길 수 있다. 대표 메뉴는 밴댕이회무침정식으로 즉석솥밥, 된장찌개, 산나물반찬, 순무김치, 누룽지로 구성되어 있다. 이외에 낙지볶음정식, 꽃게탕, 해물파전, 도토리묵무침, 녹두전 등 다양한 메뉴를 맛볼 수 있다.",- 평일 10:00~20:00<br>- 주말 09:00~20:00,한식,밥류
36,장곶횟집,강화군,인천광역시 강화군 화도면 해안남로 2532,37.62866692,126.3775242,"장곶횟집은 인천 강화군 화도면에 위치한 왕새우 양식장으로 크고 통통한, 싱싱한 새우를 제공하고 있다. 이미 유명한 곳으로 새우구이를 먹으러 찾는 이들이 많다. 또한 아름다운 낙조가 분위기를 더해준다. 메뉴는 새우구이, 새우 칼국수, 새우 라면, 새우 머리 버터구이가 있다. 이곳은 시즌별로 운영하며 새우를 먹기에 제철인 가을에 운영을 한다. 날짜는 해마다 상이할 수도 있으니 방문 전 전화문의 하는 것을 추천한다.",10:00~21:00 (20:00 라스트오더),한식,면
37,월미도회집,중구,인천광역시 중구 월미문화로 49,37.47388046,126.5973556,월미도횟집은 인천 중구 월미도에 위치한 횟집이다. 눈에 띄는 색감의 간판으로 월미문화의거리에서 쉽게 찾을 수 있다. 이곳은 회의 신선도를 유지하기 위해 금방 잡은 활어를 얼음 물에 잠깐 담갔다 뺀 뒤 접시에 담는다. 덕분에 식사하는 동안 신선한 회를 맛볼 수 있고 횟감이 두툼한 편이다. 또한 횟집 앞으로 붉은 낙조를 바라볼 수 있어 운치 있는 시간을 보낼 수 있다. 월미도를 관광하며 맛있는 회를 즐기길 원한다면 이곳을 추천한다.,10:00~24:00,일식,생선
38,개항백화,중구,인천광역시 중구 개항로 104 (경동),37.47225908,126.6341217,"개항백화는 인천로컬지역을 살린 레트로한 감성의 카페이다. 독특한 인테리어와 넓은 내부 공간으로 유명하다. 이곳은 잠봉뵈르 샌드위치가 특히 유명한데, 수제 햄을 장시간 염지 숙성 후 저온 수비드에서 칠링까지 진행해 나오는 프랑스식 잠봉뵈르를 선보이고 있으며 아메리카노와의 궁합이 좋다.",11:00~22:00,기타,패스트푸드
39,강화까까,강화군,인천광역시 강화군 불은면 덕진로 159,37.65286644,126.5105447,"강화까까는 강화도의 특산물인 쑥과 인삼을 활용하여  특산물 타르트를 만들고 있다.<br>쑥과 인삼을 한국을 대표하는 농특산물로 이를 활용한 이색적인 디저트를 맛볼 수 있다.<br>중소벤처기업부 로컬크리에이터 기업으로 선정되었으며 매장의 노란색으로 통일된 브랜딩을 엿볼 수 있고, 노란색 지붕은 멀리서도 확인이 가능하다. 가까이 가면 매장 바로 앞에서 감성적인 밭뷰와 매장 후문의 감나무밭뷰를 감상할 수 있어 강화도만의 감성을 느낄 수 있다.",11:00~19:00,디저트,카페/빵
40,몰베이크,옹진군,인천광역시 옹진군 영흥면 영흥로 301,37.25540935,126.4811472,"영흥대교를 지나 해안로 좌측에 있는 몰베이크는 구 플로레도 커피에서 리모델링 후 운영하는 베이커리형 카페이다. 실내의 통창으로는 바닷가의 확 트인 전망을 볼 수 있고 야외로 나가면 파란 하늘 아래로 흰색 천막을 차양처럼 친 또 다른 테이블들이 있다. 바닷가 바로 앞쪽은 하얀 자갈과 타탄 파라솔 테이블이 설치된 테라스가 있어 마치 외국 휴양지를 연상케 하는 이국적인 분위기를 자아낸다. 밀물에는 넘실대는 푸른 바다가, 썰물에는 드넓은 갯벌이 펼쳐지는 풍경을 볼 수 있으며 석양에 펼쳐지는 노을은 장관을 연출한다. 이곳에는 대형 거울 포토존과 아름다운 배경이 있어 예쁜 사진을 많이 찍을 수 있어서 데이트 장소로도 좋다. 베이커리 카페라 직접 구운 다양한 종류의 빵과 음료를 판매하여 여름에는 팥빙수도 메뉴에 포함되어있다. 맛있는 디저트를 먹으며 넓은 바다와 함께 이국적인 정취를 누리고 싶다면 가족, 친지, 연인과 함께 들러볼 만 하다.",- 평일 09:00~20:00<br>- 주말 09:00~21:00,디저트,카페/빵
41,본가물텀벙,미추홀구,인천광역시 미추홀구 독배로 401,37.45572516,126.6493986,"본가물텀벙의 아구는 쫄깃쫄깃하고 담백하여 미식가들의 사랑을 한몸에 받는다. 아가미, 지느러미, 꼬리 할 것 없이 하나 버릴 것 없는 아구의 각 부위가 매콤한 미나리와 아삭아삭한 콩나물과 함께 어우러져 골라먹는 재미도 각별하다.",10:00 ~ 22:00,기타,기타
42,양반집,미추홀구,인천 미추홀구 경인로7번길 6-13,37.46321614,126.6445658,,10:00~23:00<br>브레이크 타임 없음,기타,기타
43,송도갈매기 송림,서구,인천광역시 서구 백범로 872,0.0,0.0,"1988년 개점하여 인천 송도의 명물로 자리 잡았으며, 돼지고기 부위 중 양이 귀한 갈매기살을 주메뉴로 하는 한식 레스토랑이다.",11:30 ~ 22:00,한식,고기
44,마니곱창,연수구,인천광역시 연수구 옥련로99번길 44,37.4272813,126.6525519,마니곱창은 인천광역시 연수구 옥련동에 위치한 곱창전문점이다. 위생등급 매우우수 업소 답게 오픈된 주방과 깔끔한 내부를 자랑하며 재료 또한 국내산 돼지곱창과 막창을 사용한다.,16:00 ~ 25:00,한식,고기
45,한라담 청라점,서구,인천광역시 서구 경명대로 401,37.55309445,126.6528789,"한라담은 인천 서구 경서동 경서삼거리 청라국제도시 초입 대로변에 있다. 이곳은 자체적인 숙성 비법으로 7일간의 에이징 숙성을 통해 손님상에 나온다. 이곳의 대표 메뉴는 한라담 돼지근고기다. 그 외에 1++숙성 등심, 이동갈비, 제주오겹살, 명품 삼겹살, 런치 특선, 런치 식사가 있다. 밑반찬은 파무침, 백김치, 갈치속젓, 멜젓 등 10여 가지 반찬이 제공된다. 점심 메뉴 중에는 마늘 듬뿍 소갈비찜, 한라담 갈비탕, 가마솥 김치찌개 등이 있다. 고기를 주문하면 대파와 은박지에 쌓인 새송이버섯이 함께 나온다. 식당 입구에서는 간단히 요리할 수 있는 밀키트나 도시락을 판매하고 있다. 인근에 박물관, 정서진, 골프장, 서로e음길 코스 등이 있어 연계 관광을 할 수 있다.<br>※ 반려동물 동반 불가",,한식,탕
46,꼬리별 베이커리 카페&풋스파,강화군,인천광역시 강화군 해안남로 138 장어고을,37.61597116,126.5347185,"꼬리별 베이커리 카페&풋스파는 강화도 길상면 황산도 선착장 인근에 있다. 매장 앞에 넓은 주차장이 있어 차량으로 방문하기 편리하다. 이곳은 바다를 보며 힐링할 수 있는 베이커리 카페다. 하얀색 통창 건물로 1층은 매일 아침 직접 구운 40여 가지 빵이 있는 가든 스페이스 베이커리 카페이고, 2층은 서해 뷰를 감상하는 풋스파 스페이스와 피크닉 스페이스가 있다. 3층은 개방형 창이 있는 테라스 스페이스이다. 4층은 야외 루프탑이다. 주말 및 공휴일은 일출 이벤트로 AM6:00 오픈한다. 동절기, 하절기, 일출 시각에 따라 오픈 시간이 달라지니 전화 확인이 필요하다. 일출 풋스파는 예약제이다. 인근에 황산선착장, 초지진, 동검도, 전등사, 동막해변 등이 있어 연계 관광을 할 수 있다.",,한식,고기
